Entry,Method,PDB_ID,Residues_Covered,Chain
P33552,X-ray diffraction,1CKS,1-79,"A, B, C"
P33552,X-ray diffraction,4Y72,1-79,C
P33552,X-ray diffraction,4YC3,1-79,C
P33552,X-ray diffraction,5HQ0,1-79,C
P33552,X-ray diffraction,5LQF,1-79,"C, F"
P20815,X-ray diffraction,5VEU,22-22;24-497,"A, B, C, D, E, F, G, H, I, J, K, L"
P11712,X-ray diffraction,1OG2,19-490,"A, B"
P11712,X-ray diffraction,1OG5,19-490,"A, B"
P11712,X-ray diffraction,1R9O,23-490,A
P11712,X-ray diffraction,4NZ2,30-490,"A, B"
P11712,X-ray diffraction,5A5I,23-489,A
P11712,X-ray diffraction,5A5J,23-489,A
P11712,X-ray diffraction,5K7K,23-489,A
P11712,X-ray diffraction,5W0C,18-489,A
P11712,X-ray diffraction,5X23,19-490,A
P11712,X-ray diffraction,5X24,19-490,A
P11712,X-ray diffraction,5XXI,28-489,A
Q9Y6A2,X-ray diffraction,2Q9F,51-500,A
Q9Y6A2,X-ray diffraction,2Q9G,51-500,A
Q9Y6A2,X-ray diffraction,3MDM,51-500,A
Q9Y6A2,X-ray diffraction,3MDR,51-500,"A, B"
Q9Y6A2,X-ray diffraction,3MDT,51-500,"A, B"
Q9Y6A2,X-ray diffraction,3MDV,51-500,"A, B"
Q9Y6A2,X-ray diffraction,4ENH,51-500,A
Q9Y6A2,X-ray diffraction,4FIA,51-500,A
Q9Y6A2,X-ray diffraction,4J14,51-500,A
P26232,X-ray diffraction,6DUW,651-953,A
O60716,X-ray diffraction,3L6X,324-937,A
O60716,X-ray diffraction,3L6Y,324-937,"A, C, E"
O14595,X-ray diffraction,2Q5E,87-271,"A, B, C, D, E, F, G, H"
P00519,Solution NMR,1AB2,120-220,A
P00519,Solution NMR,1AWO,59-120,A
P00519,X-ray diffraction,1BBZ,64-121,"A, C, E, G"
P00519,Solution NMR,1JU5,62-121,C
P00519,X-ray diffraction,1OPL,6-12;13-512,"A, B"
P00519,Solution NMR,1ZZP,1007-1130,A
P00519,X-ray diffraction,2ABL,57-218,A
P00519,X-ray diffraction,2E2B,229-515,"A, B"
P00519,X-ray diffraction,2F4J,227-513,A
P00519,X-ray diffraction,2FO0,38-512,A
P00519,X-ray diffraction,2G1T,229-512,"A, B, C, D"
P00519,X-ray diffraction,2G2F,229-512,"A, B"
P00519,X-ray diffraction,2G2H,229-512,"A, B"
P00519,X-ray diffraction,2G2I,229-512,"A, B"
P00519,X-ray diffraction,2GQG,229-500,"A, B"
P00519,X-ray diffraction,2HIW,230-512,"A, B"
P00519,X-ray diffraction,2HYY,228-500,"A, B, C, D"
P00519,X-ray diffraction,2HZ0,228-497,"A, B"
P00519,X-ray diffraction,2HZ4,228-500,"A, B, C"
P00519,X-ray diffraction,2HZI,229-500,"A, B"
P00519,X-ray diffraction,2O88,64-121,"A, B"
P00519,X-ray diffraction,2V7A,227-512,"A, B"
P00519,X-ray diffraction,3CS9,229-500,"A, B, C, D"
P00519,X-ray diffraction,3EG0,60-121,A
P00519,X-ray diffraction,3EG1,60-121,"A, B"
P00519,X-ray diffraction,3EG2,60-121,A
P00519,X-ray diffraction,3EG3,60-121,A
P00519,X-ray diffraction,3EGU,60-121,A
P00519,X-ray diffraction,3K2M,121-232,"A, B"
P00519,X-ray diffraction,3PYY,229-512,"A, B"
P00519,X-ray diffraction,3QRI,229-499,"A, B"
P00519,X-ray diffraction,3QRJ,229-499,"A, B"
P00519,X-ray diffraction,3QRK,229-499,A
P00519,X-ray diffraction,3T04,112-232,A
P00519,X-ray diffraction,3UE4,229-512,"A, B"
P00519,X-ray diffraction,3UYO,112-232,A
P00519,X-ray diffraction,4J9B,60-121,A
P00519,X-ray diffraction,4J9C,60-121,A
P00519,X-ray diffraction,4J9D,60-121,"A, C, E"
P00519,X-ray diffraction,4J9E,60-121,"A, C, E"
P00519,X-ray diffraction,4J9F,60-121,"A, C, E"
P00519,X-ray diffraction,4J9G,60-121,"A, C, E"
P00519,X-ray diffraction,4J9H,60-121,"A, B, C, D, E, F"
P00519,X-ray diffraction,4J9I,60-121,"A, C, E"
P00519,X-ray diffraction,4JJB,60-121,A
P00519,X-ray diffraction,4JJC,60-121,A
P00519,X-ray diffraction,4JJD,60-121,A
P00519,X-ray diffraction,4TWP,233-503,"A, B"
P00519,X-ray diffraction,4WA9,246-512,"A, B"
P00519,X-ray diffraction,4XEY,119-515,"A, B"
P00519,X-ray diffraction,4YC8,229-512,"A, B"
P00519,X-ray diffraction,4ZOG,229-511,"A, B"
P00519,X-ray diffraction,5DC0,112-232,B
P00519,X-ray diffraction,5DC4,112-232,A
P00519,X-ray diffraction,5DC9,112-232,A
P00519,X-ray diffraction,5HU9,229-500,A
P00519,X-ray diffraction,5MO4,27-515,A
P00519,X-ray diffraction,5NP2,64-120,"A, B"
P00519,X-ray diffraction,5OAZ,60-121,"A, B"
P00519,Solution NMR,6AMV,6-12;13-236,A
P00519,Solution NMR,6AMW,6-12;13-236,A
P00519,X-ray diffraction,6BL8,233-504,"A, B"
P00519,X-ray diffraction,6NPE,229-512,"A, B"
P00519,X-ray diffraction,6NPU,229-512,"A, B"
P00519,X-ray diffraction,6NPV,229-512,"A, B"
Q15822,X-ray diffraction,5FJV,59-265,"A, B, C, D, E"
P46100,Solution NMR,2JM1,159-296,A
P46100,Solution NMR,2LBM,159-296,A
P46100,Solution NMR,2LD1,159-296,A
P46100,X-ray diffraction,3QL9,167-289,A
P46100,X-ray diffraction,3QLA,167-289,"A, D"
P46100,X-ray diffraction,3QLC,167-289,"A, B"
P46100,X-ray diffraction,3QLN,167-289,"A, B"
P46100,X-ray diffraction,4W5A,167-289,"A, B, E"
P46100,X-ray diffraction,5GRQ,1256-1285,"C, D"
P46100,X-ray diffraction,5Y18,1268-1289,B
P46100,X-ray diffraction,5Y6O,1265-1288,"A, B, C, D, E, F, G, H, I"
P46100,X-ray diffraction,6G0O,1027-1037,B
Q96GD4,X-ray diffraction,4AF3,55-344,A
Q9BX70,X-ray diffraction,3NO8,361-525,"A, B"
P00736,Solution NMR,1APQ,140-192,A
P00736,X-ray diffraction,1GPZ,307-705,"A, B"
P00736,X-ray diffraction,1MD7,375-702,A
P00736,X-ray diffraction,1MD8,375-703,A
P00736,X-ray diffraction,2QY0,309-463;464-705,"B, D"
P00736,X-ray diffraction,6F1C,18-308,"A, C"
P00736,X-ray diffraction,6F1D,191-307,A
P00736,X-ray diffraction,6F1H,18-308,"A, C"
P00736,X-ray diffraction,6F39,22-306,"A, B"
Q9NPZ5,X-ray diffraction,2D0J,78-323,"A, B, C, D"
P07339,X-ray diffraction,1LYA,65-161;170-410,"B, D"
P07339,X-ray diffraction,1LYB,65-161;170-410,"B, D"
P07339,X-ray diffraction,1LYW,65-161;170-410,"B, D, F, H"
P07339,X-ray diffraction,4OBZ,60-162;170-412,"B, D"
P07339,X-ray diffraction,4OC6,60-162;170-412,B
P07339,X-ray diffraction,4OD9,60-162;170-412,"B, D"
Q7Z6B0,X-ray diffraction,1OM9,2-16,"P, Q"
O43745,X-ray diffraction,2BEC,1-196,A
P05156,X-ray diffraction,2XRC,19-583,"A, B, C, D"
P05156,X-ray diffraction,5O32,19-339;340-583,"I, J"
P02462,X-ray diffraction,1LI1,1441-1669,"A, B, D, E"
P02462,X-ray diffraction,5NAX,1441-1669,"A, B, D, F"
P02462,X-ray diffraction,5NAY,1441-1669,"A, B, C, D, E, F"
P02462,X-ray diffraction,6MPX,1438-1666,A
Q14055,X-ray diffraction,5CTD,517-552,B
Q14055,X-ray diffraction,5CTI,517-552,B
Q14055,X-ray diffraction,5CVA,496-496;517-552,"B, E"
Q14055,X-ray diffraction,5CVB,496-496;517-552,"B, E"
P56277,Solution NMR,1EI0,5-42,A
P56277,Solution NMR,1HP8,1-68,A
P56277,Solution NMR,2HP8,1-68,A
O95727,X-ray diffraction,3RBG,18-117,"A, B, C, D"
O95727,X-ray diffraction,4H5S,18-117,A
P01189,X-ray diffraction,4XNH,138-145,F
P01189,X-ray diffraction,4XPD,138-145,F
P01189,X-ray diffraction,4Y49,138-145,"E, K, Q"
Q8WYA6,X-ray diffraction,4CB8,77-563,A
Q8WYA6,X-ray diffraction,4CB9,1-563,A
Q8WYA6,X-ray diffraction,4CBA,77-563,A
Q8WYA6,X-ray diffraction,4HM9,1-563,A
Q8WYA6,X-ray diffraction,4HNM,75-563,A
Q8WYA6,X-ray diffraction,4MFU,77-563,A
Q8WYA6,X-ray diffraction,4MFV,33-563,"A, B"
Q9H0S4,X-ray diffraction,3BER,5-230,A
Q96IU4,X-ray diffraction,1IMJ,1-210,A
P02763,X-ray diffraction,3KQ0,19-201,A
O95477,Electron Microscopy,5XJY,1-2261,A
P51825,Solution NMR,2LM0,738-779,A
Q16186,Solution NMR,2KQZ,253-407,A
Q16186,Solution NMR,2KR0,1-407,A
Q16186,Solution NMR,2L5V,260-407,A
Q16186,Solution NMR,2MKZ,270-407,A
Q16186,Solution NMR,2NBV,1-150,A
Q16186,X-ray diffraction,4UEL,266-388,C
Q16186,X-ray diffraction,4UEM,266-388,B
Q16186,X-ray diffraction,4WLQ,286-384,B
Q16186,X-ray diffraction,4WLR,285-386,C
Q16186,X-ray diffraction,5IRS,2-150,A
Q16186,X-ray diffraction,5V1Y,19-132,"C, D"
Q16186,X-ray diffraction,5V1Z,19-132,"C, D"
Q16186,Solution NMR,5YMY,1-150,C
Q16186,Solution NMR,6CO4,1-150,A
Q16186,X-ray diffraction,6OI4,20-132,"C, D"
Q96PN6,X-ray diffraction,4CLF,1-469,A
Q96PN6,X-ray diffraction,4CLK,1-469,A
Q96PN6,X-ray diffraction,4CLL,1-469,A
Q96PN6,X-ray diffraction,4CLP,1-469,A
Q96PN6,X-ray diffraction,4CLS,1-469,A
Q96PN6,X-ray diffraction,4CLT,1-469,A
Q96PN6,X-ray diffraction,4CLU,1-469,A
Q96PN6,X-ray diffraction,4CLW,1-469,A
Q96PN6,X-ray diffraction,4CLY,1-469,A
Q96PN6,X-ray diffraction,4CLZ,1-469,A
Q96PN6,X-ray diffraction,4CM0,1-469,A
Q96PN6,X-ray diffraction,4CM2,1-469,A
Q96PN6,X-ray diffraction,4OYA,1-469,A
Q96PN6,X-ray diffraction,4OYB,1-469,A
Q96PN6,X-ray diffraction,4OYI,1-469,A
Q96PN6,X-ray diffraction,4OYM,1-469,A
Q96PN6,X-ray diffraction,4OYO,1-469,A
Q96PN6,X-ray diffraction,4OYP,1-469,A
Q96PN6,X-ray diffraction,4OYW,1-469,A
Q96PN6,X-ray diffraction,4OYX,1-469,A
Q96PN6,X-ray diffraction,4OYZ,1-469,A
Q96PN6,X-ray diffraction,4OZ2,1-469,A
Q96PN6,X-ray diffraction,4OZ3,1-469,A
Q96PN6,X-ray diffraction,4UST,1-469,A
Q96PN6,X-ray diffraction,4USU,1-469,A
Q96PN6,X-ray diffraction,4USV,1-469,A
Q96PN6,X-ray diffraction,4USW,1-469,A
Q96PN6,X-ray diffraction,5D0R,1-469,A
Q96PN6,X-ray diffraction,5IV3,1-469,A
Q96PN6,X-ray diffraction,5IV4,1-469,A
Q96B36,X-ray diffraction,5WBL,124-139,T
Q96B36,X-ray diffraction,5WBU,173-256,"O, P, Q, R"
Q96B36,X-ray diffraction,5WBY,114-207,"O, P"
Q96B36,Electron Microscopy,6SB0,1-256,"O, T"
P05062,X-ray diffraction,1QO5,2-364,"A, B, C, D, E, F, G, H, I, J, K, L, M, N, O, P, Q, R"
P05062,X-ray diffraction,1XDL,2-364,"A, B, C, D, W, X, Y, Z"
P05062,X-ray diffraction,1XDM,2-364,"A, B, C, D, W, X, Y, Z"
P49418,X-ray diffraction,1KY7,322-331,P
P49418,X-ray diffraction,1UTC,379-387,"P, Q"
P49418,X-ray diffraction,3SOG,34-236,A
P49418,X-ray diffraction,4ATM,1-242,A
P49418,X-ray diffraction,5M5S,349-358,"E, F, G, H"
P49418,X-ray diffraction,5M61,349-360,"E, F, G, H"
P55008,X-ray diffraction,2D58,17-123,A
P55008,Solution NMR,2G2B,2-147,A
P12429,X-ray diffraction,1AII,1-323,A
P12429,X-ray diffraction,1AXN,2-323,A
Q9H0F7,X-ray diffraction,2H57,16-186,"A, B, C"
P53365,X-ray diffraction,1I49,118-341,"A, B"
P53365,X-ray diffraction,1I4D,118-341,"A, B"
P53365,X-ray diffraction,1I4L,118-341,"A, B"
P53365,X-ray diffraction,1I4T,118-341,"A, B"
P53365,X-ray diffraction,4DCN,118-315,"C, D"
P11245,X-ray diffraction,2PFR,2-290,"A, B"
Q92688,Solution NMR,2ELL,1-161,A
Q92688,Solution NMR,2RR6,1-161,A
O00499,Solution NMR,1MUZ,513-593,A
O00499,Solution NMR,1MV0,513-593,B
O00499,Solution NMR,1MV3,301-593,A
O00499,X-ray diffraction,2FIC,1-272,"A, B"
O00499,Solution NMR,2RMY,1-33,A
O00499,Solution NMR,2RND,1-33,A
O00499,Solution NMR,5I22,513-593,A
P13501,X-ray diffraction,1B3A,25-91,"A, B"
P13501,X-ray diffraction,1EQT,25-91,"A, B"
P13501,Solution NMR,1HRJ,24-91,"A, B"
P13501,Solution NMR,1RTN,24-91,"A, B"
P13501,Solution NMR,1RTO,24-91,"A, B"
P13501,X-ray diffraction,1U4L,24-91,"A, B"
P13501,X-ray diffraction,1U4M,24-91,"A, B"
P13501,X-ray diffraction,1U4P,24-91,"A, B"
P13501,X-ray diffraction,1U4R,24-91,"A, B, C, D"
P13501,Hybrid,2L9H,24-91,"A, B, C, D"
P13501,X-ray diffraction,2VXW,33-91,"A, B, C, D"
P13501,X-ray diffraction,5CMD,27-91,"A, B, C, D, E, F"
P13501,X-ray diffraction,5COY,27-91,"A, B"
P13501,X-ray diffraction,5DNF,27-91,"A, B, C, D, E, F, G, H, I"
P13501,X-ray diffraction,5L2U,27-91,"A, B, C, D, E, F, G, H, I"
P13501,X-ray diffraction,5UIW,33-91,B
P13501,X-ray diffraction,6AEZ,24-91;24-91,B
P13501,X-ray diffraction,6C6D,27-91,"A, B, C, D, E, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T"
P13501,Solution NMR,6FGP,24-91,B
O14958,X-ray diffraction,2VAF,22-399,A
Q9HC52,Solution NMR,2N4Q,327-349,A
Q9HC52,X-ray diffraction,3I91,8-61,"A, B"
Q9HC52,X-ray diffraction,5EQ0,7-61,A
Q9UQN3,Solution NMR,2JQK,195-213,B
P67870,X-ray diffraction,1DS5,181-203,"E, F, G, H"
P67870,X-ray diffraction,1JWH,1-215,"C, D"
P67870,X-ray diffraction,1QF8,1-182,"A, B"
P67870,X-ray diffraction,3EED,1-193,"A, B"
P67870,X-ray diffraction,4DGL,1-215,"A, B"
P67870,X-ray diffraction,4MD7,1-215,"A, B, C, D"
P67870,X-ray diffraction,4MD8,1-215,"A, B, C, D"
P67870,X-ray diffraction,4MD9,1-215,"A, B, C, D, I, J, N, O"
P67870,X-ray diffraction,4NH1,1-215,"C, D"
P67870,X-ray diffraction,6Q38,186-193,C
Q5TA50,X-ray diffraction,4K80,1-214,A
Q5TA50,X-ray diffraction,4K84,1-214,"A, B"
Q5TA50,X-ray diffraction,4K85,1-214,"A, B, C, D"
Q5TA50,X-ray diffraction,4K8N,1-214,"A, B, C, D, E, F"
Q5TA50,X-ray diffraction,4KBS,1-214,"A, B"
Q5TA50,X-ray diffraction,4KF6,1-214,"A, B, C, D, E, F"
O95639,Solution NMR,2D9N,61-126,A
O95639,X-ray diffraction,2RHK,61-121,"C, D"
O95639,Electron Microscopy,6DNH,1-269,C
O95639,Electron Microscopy,6FBS,1-178,C
O95639,Electron Microscopy,6FUW,1-178,C
O95639,Electron Microscopy,6URG,1-269,C
O95639,Electron Microscopy,6URO,1-269,C
Q9P2I0,Electron Microscopy,6URG,1-782,F
P07333,X-ray diffraction,2I0V,538-922,A
P07333,X-ray diffraction,2I0Y,538-922,A
P07333,X-ray diffraction,2I1M,538-922,A
P07333,X-ray diffraction,2OGV,543-918,A
P07333,X-ray diffraction,3BEA,538-678;753-922,A
P07333,X-ray diffraction,3DPK,538-678;686-686;753-922,A
P07333,X-ray diffraction,3KRJ,538-678;686-686;753-922,A
P07333,X-ray diffraction,3KRL,538-678;686-686;753-922,A
P07333,X-ray diffraction,3LCD,538-922,A
P07333,X-ray diffraction,3LCO,550-919,A
P07333,X-ray diffraction,4DKD,20-299,C
P07333,X-ray diffraction,4HW7,542-919,A
P07333,X-ray diffraction,4LIQ,2-512,E
P07333,X-ray diffraction,4R7H,530-530;542-919,A
P07333,X-ray diffraction,4R7I,530-530;542-919,A
P07333,X-ray diffraction,4WRL,20-296,"A, C"
P07333,X-ray diffraction,4WRM,20-504,A
P07333,X-ray diffraction,6IG8,550-919,A
P07333,X-ray diffraction,6N33,525-525;542-919,A
P07333,X-ray diffraction,6T2W,542-919,A
Q93034,X-ray diffraction,3DPL,401-780,C
Q93034,X-ray diffraction,3DQV,401-780,"C, D"
Q93034,X-ray diffraction,4JGH,10-386,D
Q93034,X-ray diffraction,4N9F,12-321,"3, 9, C, I, O, U, V, f, l, r, w, x"
Q6UWZ7,X-ray diffraction,4JLU,399-409,B
Q6UWZ7,X-ray diffraction,4U4A,399-409,"D, E, F"
Q6UWZ7,X-ray diffraction,4Y18,399-409,"I, J, K, L, M, N, O, P"
Q6UWZ7,X-ray diffraction,4Y2G,403-409,B
P02708,X-ray diffraction,4ZJS,21-52;106-126,"A, B, C, D, E"
P02708,X-ray diffraction,5HBT,21-256,B
Q9Y235,X-ray diffraction,2NYT,41-224,"A, B, C, D"
P52895,X-ray diffraction,1IHI,1-323,"A, B"
P52895,X-ray diffraction,1J96,2-323,"A, B"
P52895,X-ray diffraction,1XJB,2-323,"A, B"
P52895,X-ray diffraction,2HDJ,1-323,"A, B"
P52895,X-ray diffraction,2IPJ,3-323,"A, B"
P52895,X-ray diffraction,4JQ1,1-323,"A, B"
P52895,X-ray diffraction,4JQ2,1-323,"A, B"
P52895,X-ray diffraction,4JQ3,1-323,"A, B"
P52895,X-ray diffraction,4JQ4,1-323,"A, B"
P52895,X-ray diffraction,4JQA,1-323,"A, B"
P52895,X-ray diffraction,4JTQ,1-323,"A, B"
P52895,X-ray diffraction,4JTR,1-323,"A, B"
P52895,X-ray diffraction,4L1W,2-323,"A, B"
P52895,X-ray diffraction,4L1X,2-323,"A, B"
P52895,X-ray diffraction,4XO6,2-323,"A, B"
P52895,X-ray diffraction,4XO7,1-323,"A, B"
P09525,X-ray diffraction,2ZOC,1-319,"A, B"
P17516,X-ray diffraction,2FVL,1-323,"A, B, C"
O75843,Solution NMR,2E9G,662-785,A
O75843,X-ray diffraction,2YMT,665-785,A
O75843,X-ray diffraction,3ZHF,665-785,A
O75843,X-ray diffraction,4BCX,665-785,A
Q9NP61,Solution NMR,2CRW,1-136,A
Q13625,X-ray diffraction,1YCS,892-925;926-1128,B
Q13625,Solution NMR,2UWQ,1-83,A
Q13625,X-ray diffraction,4A63,892-1128,"B, D, F, H, J, L"
Q13625,X-ray diffraction,4IRV,726-782,"E, F, G, H"
Q13625,X-ray diffraction,6GHM,920-1128,"C, D"
Q13625,X-ray diffraction,6HKP,970-992,S
P54687,X-ray diffraction,2ABJ,21-386,"A, D, G, J"
P54687,X-ray diffraction,2COG,1-386,"A, B"
P54687,X-ray diffraction,2COI,1-386,"A, B"
P54687,X-ray diffraction,2COJ,1-386,"A, B"
Q2TBE0,Electron Microscopy,6ID0,1-894,U
Q2TBE0,Electron Microscopy,6ID1,1-894,U
Q9H8M2,X-ray diffraction,3HME,134-243,"A, B"
Q9H8M2,X-ray diffraction,4NQN,134-243,A
Q9H8M2,X-ray diffraction,4UIT,134-238,A
Q9H8M2,X-ray diffraction,4UIU,134-238,A
Q9H8M2,X-ray diffraction,4UIV,134-238,A
Q9H8M2,X-ray diffraction,4UIW,134-238,A
Q9H8M2,X-ray diffraction,4XY8,134-243,A
Q9H8M2,X-ray diffraction,4YY4,134-239,A
Q9H8M2,X-ray diffraction,4YY6,134-239,A
Q9H8M2,X-ray diffraction,4YYD,134-239,A
Q9H8M2,X-ray diffraction,4YYG,134-239,A
Q9H8M2,X-ray diffraction,4YYH,134-239,"A, B"
Q9H8M2,X-ray diffraction,4YYI,134-239,"A, B, D, E"
Q9H8M2,X-ray diffraction,4YYJ,134-239,"A, B, D, E"
Q9H8M2,X-ray diffraction,4YYK,134-239,"A, B, D, E"
Q9H8M2,X-ray diffraction,4Z6H,134-243,"A, B"
Q9H8M2,X-ray diffraction,4Z6I,134-243,"A, B"
Q9H8M2,X-ray diffraction,5E9V,134-243,"A, B"
Q9H8M2,X-ray diffraction,5EU1,134-243,"A, B"
Q9H8M2,X-ray diffraction,5F1H,134-243,"A, B"
Q9H8M2,X-ray diffraction,5F1L,134-243,"A, B"
Q9H8M2,X-ray diffraction,5F25,134-243,"A, B"
Q9H8M2,X-ray diffraction,5F2P,134-243,"A, B"
Q9H8M2,X-ray diffraction,5I40,138-239,A
Q9H8M2,X-ray diffraction,5I7X,138-238,A
Q9H8M2,X-ray diffraction,5I7Y,138-238,A
Q9H8M2,X-ray diffraction,5IGM,134-243,"A, B"
Q9H8M2,X-ray diffraction,5IGN,134-243,"A, B"
Q9H8M2,X-ray diffraction,5JI8,137-239,A
Q9H8M2,X-ray diffraction,5MKY,134-238,A
Q9H8M2,X-ray diffraction,5TWX,134-250,"A, B, C, D"
Q9H8M2,X-ray diffraction,6BQA,138-239,A
Q9H8M2,X-ray diffraction,6HM0,134-243,"A, B"
O60729,X-ray diffraction,1OHC,39-386,A
O60729,X-ray diffraction,1OHD,39-386,A
O60729,X-ray diffraction,1OHE,39-386,A
Q8N0X4,X-ray diffraction,5VXC,30-340,A
Q8N0X4,X-ray diffraction,5VXO,30-340,"A, B, C"
Q8N0X4,X-ray diffraction,5VXS,30-340,"A, B, C, D, E, F"
Q8N684,X-ray diffraction,3N9U,50-182,"C, I"
P39060,X-ray diffraction,1BNL,1572-1749,"A, B, C, D"
P39060,X-ray diffraction,3HON,1441-1496,A
P39060,X-ray diffraction,3HSH,1441-1496,"A, B, C, D, E, F"
P49747,X-ray diffraction,3FBY,225-757,"A, B, C"
P20813,X-ray diffraction,3IBD,30-491,A
P20813,X-ray diffraction,3QOA,20-491,A
P20813,X-ray diffraction,3QU8,20-491,"A, B, C, D, E, F"
P20813,X-ray diffraction,3UA5,20-491,"A, B"
P20813,X-ray diffraction,4I91,20-491,A
P20813,X-ray diffraction,4RQL,20-491,"A, B"
P20813,X-ray diffraction,4RRT,20-491,"A, B"
P20813,X-ray diffraction,4ZV8,30-491,A
P20813,X-ray diffraction,5UAP,20-491,"A, B"
P20813,X-ray diffraction,5UDA,20-491,"A, B"
P20813,X-ray diffraction,5UEC,20-491,A
P20813,X-ray diffraction,5UFG,20-491,A
P20813,X-ray diffraction,5WBG,20-491,"A, B, C, D, E, F"
P10635,X-ray diffraction,2F9Q,34-497,"A, B, C, D"
P10635,X-ray diffraction,3QM4,34-497,"A, B"
P10635,X-ray diffraction,3TBG,34-497,"A, B, C, D"
P10635,X-ray diffraction,3TDA,34-497,"A, B, C, D"
P10635,X-ray diffraction,4WNT,34-497,"A, B"
P10635,X-ray diffraction,4WNU,34-497,"A, B, C, D"
P10635,X-ray diffraction,4WNV,9-9;48-497,"A, B, C, D"
P10635,X-ray diffraction,4WNW,34-497,"A, B"
P10635,X-ray diffraction,4XRY,34-497,"A, B, C, D"
P10635,X-ray diffraction,4XRZ,34-497,"A, B, C, D"
P10635,X-ray diffraction,5TFT,34-497,"A, B, C, D"
P10635,X-ray diffraction,5TFU,34-497,"A, B, C, D"
P10635,X-ray diffraction,6CSB,34-497,"A, B, C, D"
P10635,X-ray diffraction,6CSD,34-497,"A, B"
P01040,Solution NMR,1CYU,1-98,A
P01040,Solution NMR,1CYV,1-98,A
P01040,Solution NMR,1DVC,1-98,A
P01040,Solution NMR,1DVD,1-98,A
P01040,Solution NMR,1GD3,1-98,A
P01040,Solution NMR,1GD4,1-98,A
P01040,Solution NMR,1N9J,1-98,"A, B"
P01040,X-ray diffraction,1NB3,1-98,"I, J, K, L"
P01040,X-ray diffraction,1NB5,1-98,"I, J, K, L"
P01040,X-ray diffraction,3K9M,1-98,"C, D"
P01040,X-ray diffraction,3KFQ,1-98,"C, D"
P01040,X-ray diffraction,3KSE,1-98,"D, E, F"
Q15828,X-ray diffraction,4N6L,29-149,A
Q15828,X-ray diffraction,4N6M,29-149,"A, B"
Q15828,X-ray diffraction,4N6N,29-149,B
Q15828,X-ray diffraction,4N6O,29-149,B
Q15828,X-ray diffraction,6FK0,29-149,"A, B"
P36544,Solution NMR,2MAW,228-326;467-496,A
P36544,X-ray diffraction,5AFH,23-39;52-71;78-98;131-137;139-142;165-171;178-192;198-200;205-225,"A, B, C, D, E"
P36544,X-ray diffraction,5AFJ,23-39;52-71;78-98;131-137;139-142;165-171;178-192;198-200;205-225,"A, B, C, D, E"
P36544,X-ray diffraction,5AFK,23-39;52-71;78-98;131-137;139-142;165-171;178-192;198-200;205-225,"A, B, C, D, E"
P36544,X-ray diffraction,5AFL,23-39;52-71;78-98;131-137;139-142;165-171;178-192;198-200;205-225,"A, B, C, D, E"
P36544,X-ray diffraction,5AFM,23-39;52-71;78-98;131-137;139-142;165-171;178-192;198-200;205-225;23-39;52-71;78-98;131-137;139-142;165-171;178-192;198-200;205-225,B
P36544,X-ray diffraction,5AFN,23-39;52-71;78-98;131-137;139-142;165-171;178-192;198-200;205-225,"A, B, C, D, E"
P08912,X-ray diffraction,6OL9,21-224;431-532,A
P05067,X-ray diffraction,1AAP,287-344,"A, B"
P05067,Solution NMR,1AMB,672-699,A
P05067,Solution NMR,1AMC,672-699,A
P05067,Solution NMR,1AML,672-711,A
P05067,Solution NMR,1BA4,672-711,A
P05067,Solution NMR,1BA6,672-711,A
P05067,Solution NMR,1BJB,672-699,A
P05067,Solution NMR,1BJC,672-699,A
P05067,X-ray diffraction,1BRC,287-342,I
P05067,X-ray diffraction,1CA0,289-342,"D, I"
P05067,Solution NMR,1HZ3,681-706,A
P05067,Solution NMR,1IYT,672-713,A
P05067,X-ray diffraction,1MWP,28-123,A
P05067,Solution NMR,1OWT,124-189,A
P05067,Solution NMR,1QCM,696-706,A
P05067,Solution NMR,1QWP,696-706,A
P05067,Solution NMR,1QXC,696-706,A
P05067,Solution NMR,1QYT,696-706,A
P05067,X-ray diffraction,1TAW,287-344,B
P05067,Solution NMR,1TKN,460-569,A
P05067,X-ray diffraction,1X11,754-766,"C, D"
P05067,Solution NMR,1Z0Q,672-713,A
P05067,Solution NMR,1ZE7,672-687,A
P05067,Solution NMR,1ZE9,672-687,A
P05067,X-ray diffraction,1ZJD,289-345,B
P05067,Solution NMR,2BEG,672-713,"A, B, C, D, E"
P05067,Solution NMR,2BP4,672-687,A
P05067,X-ray diffraction,2FJZ,133-189,A
P05067,X-ray diffraction,2FK1,133-189,A
P05067,X-ray diffraction,2FK2,133-189,A
P05067,X-ray diffraction,2FK3,133-189,"A, B, C, D, E, F, G, H"
P05067,X-ray diffraction,2FKL,124-189,"A, B"
P05067,X-ray diffraction,2FMA,133-189,A
P05067,X-ray diffraction,2G47,672-711,"C, D"
P05067,X-ray diffraction,2IPU,672-679,"P, Q"
P05067,Solution NMR,2LFM,672-711,A
P05067,Solution NMR,2LLM,686-726,A
P05067,Solid-state NMR,2LMN,672-711,"A, B, C, D, E, F, G, H, I, J, K, L"
P05067,Solid-state NMR,2LMO,672-711,"A, B, C, D, E, F, G, H, I, J, K, L"
P05067,Solid-state NMR,2LMP,672-711,"A, B, C, D, E, F, G, H, I, J, K, L, M, N, O, P, Q, R"
