From	Entry	Gene Ontology (molecular function)
P33298	P33298	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; identical protein binding [GO:0042802]; proteasome-activating activity [GO:0036402]
P33299	P33299	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; proteasome-activating activity [GO:0036402]; ubiquitin protein ligase binding [GO:0031625]
P33300	P33300	inositol phosphorylceramide mannosyltransferase activity [GO:0103064]; mannosyltransferase activity [GO:0000030]
P33301	P33301	DNA binding [GO:0003677]; double-stranded telomeric DNA binding [GO:0003691]; G-quadruplex DNA binding [GO:0051880]; protein-macromolecule adaptor activity [GO:0030674]; single-stranded telomeric DNA binding [GO:0043047]; telomeric DNA binding [GO:0042162]
P33302	P33302	ABC-type xenobiotic transporter activity [GO:0008559]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; identical protein binding [GO:0042802]
P33303	P33303	succinate:fumarate antiporter activity [GO:0005469]
P33304	P33304	actin binding [GO:0003779]
P33306	P33306	
P33307	P33307	nuclear export signal receptor activity [GO:0005049]; small GTPase binding [GO:0031267]
P33308	P33308	structural molecule activity [GO:0005198]; transcription coactivator activity [GO:0003713]
P33309	P33309	metal ion binding [GO:0046872]; RNA endonuclease activity [GO:0004521]
P33310	P33310	ABC-type oligopeptide transporter activity [GO:0015421]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]
P33311	P33311	ABC-type oligopeptide transporter activity [GO:0015421]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; peptide transmembrane transporter activity [GO:1904680]
P33312	P33312	5-amino-6-(5-phosphoribosylamino)uracil reductase activity [GO:0008703]; NADP binding [GO:0050661]
P33313	P33313	Hsp70 protein binding [GO:0030544]; Hsp90 protein binding [GO:0051879]; ribosome binding [GO:0043022]
P33314	P33314	GTPase activator activity [GO:0005096]
P33315	P33315	metal ion binding [GO:0046872]; transketolase activity [GO:0004802]
P33317	P33317	dITP diphosphatase activity [GO:0035870]; dUTP diphosphatase activity [GO:0004170]; magnesium ion binding [GO:0000287]
P33322	P33322	DNA binding [GO:0003677]; mRNA binding [GO:0003729]; pseudouridine synthase activity [GO:0009982]; snRNA pseudouridine synthase activity [GO:0106032]
P33323	P33323	
P33324	P33324	phosphatidylcholine binding [GO:0031210]; phosphatidylinositol binding [GO:0035091]; phosphatidylinositol transfer activity [GO:0008526]
P33327	P33327	glutamate dehydrogenase (NAD+) activity [GO:0004352]
P33328	P33328	molecular adaptor activity [GO:0060090]; SNAP receptor activity [GO:0005484]; syntaxin binding [GO:0019905]
P33329	P33329	calmodulin-dependent protein phosphatase activity [GO:0033192]; histone H2AXS140 phosphatase activity [GO:0140791]; MAP kinase serine/threonine phosphatase activity [GO:1990439]; metal ion binding [GO:0046872]; myosin phosphatase activity [GO:0017018]; protein serine/threonine phosphatase activity [GO:0004722]; RNA polymerase II CTD heptapeptide repeat S2 phosphatase activity [GO:0180006]; RNA polymerase II CTD heptapeptide repeat S5 phosphatase activity [GO:0180007]; RNA polymerase II CTD heptapeptide repeat S7 phosphatase activity [GO:0180008]; RNA polymerase II CTD heptapeptide repeat T4 phosphatase activity [GO:0180005]; RNA polymerase II CTD heptapeptide repeat Y1 phosphatase activity [GO:0180004]
P33330	P33330	O-phospho-L-serine:2-oxoglutarate aminotransferase activity [GO:0004648]; pyridoxal phosphate binding [GO:0030170]
P33331	P33331	nuclear import signal receptor activity [GO:0061608]; small GTPase binding [GO:0031267]
P33332	P33332	phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; small GTPase binding [GO:0031267]
P33333	P33333	1-acylglycerol-3-phosphate O-acyltransferase activity [GO:0003841]; 1-acylglycerophosphocholine O-acyltransferase activity [GO:0047184]; 1-acylglycerophosphoethanolamine O-acyltransferase activity [GO:0106262]
P33334	P33334	metallopeptidase activity [GO:0008237]; mRNA binding [GO:0003729]; pre-mRNA intronic binding [GO:0097157]; U1 snRNA binding [GO:0030619]; U2 snRNA binding [GO:0030620]; U5 snRNA binding [GO:0030623]; U6 snRNA binding [GO:0017070]
P33335	P33335	transmembrane transporter activity [GO:0022857]; xenobiotic transmembrane transporter activity [GO:0042910]
P33336	P33336	glucosidase activity [GO:0015926]
P33338	P33338	actin filament binding [GO:0051015]; clathrin adaptor activity [GO:0035615]; clathrin light chain binding [GO:0032051]; phosphatidylinositol-3,4-bisphosphate binding [GO:0043325]; phosphatidylinositol-3,5-bisphosphate binding [GO:0080025]
P33339	P33339	DNA binding [GO:0003677]
P33399	P33399	mRNA binding [GO:0003729]; RNA binding [GO:0003723]; tRNA binding [GO:0000049]; U6 snRNA binding [GO:0017070]
P33400	P33400	DNA binding [GO:0003677]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; zinc ion binding [GO:0008270]
P33401	P33401	magnesium ion binding [GO:0000287]; phosphoglucomutase activity [GO:0004614]
P33411	P33411	
P33412	P33412	ethanolamine-phosphate cytidylyltransferase activity [GO:0004306]
P33413	P33413	putrescine transmembrane transporter activity [GO:0015489]; spermidine transmembrane transporter activity [GO:0015606]; urea transmembrane transporter activity [GO:0015204]
P33416	P33416	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; misfolded protein binding [GO:0051787]
P33417	P33417	core promoter sequence-specific DNA binding [GO:0001046]; damaged DNA binding [GO:0003684]; sequence-specific DNA binding [GO:0043565]
P33418	P33418	small GTPase binding [GO:0031267]; tRNA binding [GO:0000049]
P33419	P33419	identical protein binding [GO:0042802]; structural constituent of cytoskeleton [GO:0005200]
P33420	P33420	microtubule binding [GO:0008017]
P33421	P33421	electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]; quinone binding [GO:0048038]
P33441	P33441	molecular adaptor activity [GO:0060090]; nucleic acid binding [GO:0003676]
P33442	P33442	structural constituent of ribosome [GO:0003735]
P33448	P33448	
P33550	P33550	alpha-1,2-mannosyltransferase activity [GO:0000026]; mannosyltransferase activity [GO:0000030]
P33734	P33734	glutaminase activity [GO:0004359]; imidazoleglycerol-phosphate synthase activity [GO:0000107]; lyase activity [GO:0016829]
P33748	P33748	cis-regulatory region sequence-specific DNA binding [GO:0000987]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]
P33749	P33749	cis-regulatory region sequence-specific DNA binding [GO:0000987]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]
P33750	P33750	mRNA binding [GO:0003729]
P33751	P33751	carboxy-lyase activity [GO:0016831]; flavin prenyltransferase activity [GO:0106141]; mRNA binding [GO:0003729]
P33753	P33753	double-stranded DNA 5'-3' DNA exonuclease activity [GO:0051908]; single-stranded DNA endodeoxyribonuclease activity [GO:0000014]; tRNA (uracil(54)-C5)-methyltransferase activity, S-adenosyl methionine-dependent [GO:0030697]
P33754	P33754	
P33755	P33755	K48-linked polyubiquitin modification-dependent protein binding [GO:0036435]; ubiquitin binding [GO:0043130]; ubiquitin protein ligase binding [GO:0031625]
P33757	P33757	
P33759	P33759	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
P33760	P33760	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; protein transporter activity [GO:0140318]
P33767	P33767	glycosyltransferase activity [GO:0016757]
P33775	P33775	dolichyl-phosphate-mannose-protein mannosyltransferase activity [GO:0004169]
P33890	P33890	structural constituent of cell wall [GO:0005199]
P33891	P33891	
P33892	P33892	ATP-dependent protein binding [GO:0043008]; protein kinase binding [GO:0019901]; protein kinase regulator activity [GO:0019887]; protein serine/threonine kinase activator activity [GO:0043539]; ribosome binding [GO:0043022]; stalled ribosome sensor activity [GO:0170011]; translation initiation factor binding [GO:0031369]
P33893	P33893	ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]
P33894	P33894	aminopeptidase activity [GO:0004177]; dipeptidyl-peptidase activity [GO:0008239]; serine-type peptidase activity [GO:0008236]
P33895	P33895	protein-containing complex binding [GO:0044877]
P34072	P34072	
P34077	P34077	structural constituent of nuclear pore [GO:0017056]
P34078	P34078	
P34087	P34087	single-stranded DNA binding [GO:0003697]; single-stranded RNA binding [GO:0003727]; translation initiation factor binding [GO:0031369]
P34110	P34110	
P34111	P34111	DNA binding [GO:0003677]
P34160	P34160	mRNA binding [GO:0003729]; RNA cap binding [GO:0000339]
P34161	P34161	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]
P34162	P34162	protein domain specific binding [GO:0019904]; TFIID-class transcription factor complex binding [GO:0001094]; transcription coactivator activity [GO:0003713]
P34163	P34163	sterol ester esterase activity [GO:0004771]
P34164	P34164	enzyme-substrate adaptor activity [GO:0140767]; protein kinase binding [GO:0019901]
P34165	P34165	mating pheromone activity [GO:0000772]
P34166	P34166	mating pheromone activity [GO:0000772]
P34167	P34167	mRNA binding [GO:0003729]; ribosomal small subunit binding [GO:0043024]; RNA binding [GO:0003723]; RNA strand annealing activity [GO:0033592]; RNA strand-exchange activity [GO:0034057]; single-stranded RNA binding [GO:0003727]; translation initiation factor activity [GO:0003743]
P34215	P34215	
P34216	P34216	calcium ion binding [GO:0005509]; ubiquitin binding [GO:0043130]
P34217	P34217	mRNA binding [GO:0003729]
P34218	P34218	chromatin binding [GO:0003682]; histone acetyltransferase activity [GO:0004402]; histone H2AK5 acetyltransferase activity [GO:0043999]; histone H2AK9 acetyltransferase activity [GO:0044012]; histone H2BK12 acetyltransferase activity [GO:0044015]; histone H2BK5 acetyltransferase activity [GO:0044014]; histone H3K122 acetyltransferase activity [GO:0140908]; histone H3K14 acetyltransferase activity [GO:0036408]; histone H3K18 acetyltransferase activity [GO:0043993]; histone H3K23 acetyltransferase activity [GO:0043994]; histone H3K27 acetyltransferase activity [GO:0044017]; histone H3K36 acetyltransferase activity [GO:0044018]; histone H3K4 acetyltransferase activity [GO:0044016]; histone H3K56 acetyltransferase activity [GO:0032931]; histone H3K9 acetyltransferase activity [GO:0043992]; histone H4K12 acetyltransferase activity [GO:0043997]; histone H4K16 acetyltransferase activity [GO:0046972]; histone H4K5 acetyltransferase activity [GO:0043995]; histone H4K8 acetyltransferase activity [GO:0043996]; transcription coregulator activity [GO:0003712]; zinc ion binding [GO:0008270]
P34219	P34219	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]
P34220	P34220	3'-5'-DNA exonuclease activity [GO:0008296]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]
P34221	P34221	calmodulin-dependent protein phosphatase activity [GO:0033192]; histone H2AXS140 phosphatase activity [GO:0140791]; MAP kinase serine/threonine phosphatase activity [GO:1990439]; metal ion binding [GO:0046872]; myosin phosphatase activity [GO:0017018]; protein serine/threonine phosphatase activity [GO:0004722]; RNA polymerase II CTD heptapeptide repeat S2 phosphatase activity [GO:0180006]; RNA polymerase II CTD heptapeptide repeat S5 phosphatase activity [GO:0180007]; RNA polymerase II CTD heptapeptide repeat S7 phosphatase activity [GO:0180008]; RNA polymerase II CTD heptapeptide repeat T4 phosphatase activity [GO:0180005]; RNA polymerase II CTD heptapeptide repeat Y1 phosphatase activity [GO:0180004]
P34222	P34222	aminoacyl-tRNA hydrolase activity [GO:0004045]
P34223	P34223	K48-linked polyubiquitin modification-dependent protein binding [GO:0036435]; protein phosphatase regulator activity [GO:0019888]; ubiquitin binding [GO:0043130]
P34224	P34224	
P34225	P34225	guanyl-nucleotide exchange factor activity [GO:0005085]
P34226	P34226	enzyme activator activity [GO:0008047]
P34227	P34227	thioredoxin peroxidase activity [GO:0008379]
P34228	P34228	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; transcription cis-regulatory region binding [GO:0000976]; zinc ion binding [GO:0008270]
P34230	P34230	ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; long-chain fatty acid transmembrane transporter activity [GO:0005324]
P34231	P34231	
P34232	P34232	
P34233	P34233	cis-regulatory region sequence-specific DNA binding [GO:0000987]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; zinc ion binding [GO:0008270]
P34234	P34234	
P34237	P34237	SNARE binding [GO:0000149]
P34239	P34239	
P34240	P34240	zinc ion transmembrane transporter activity [GO:0005385]
P34241	P34241	mRNA binding [GO:0003729]
P34243	P34243	5'-3' DNA helicase activity [GO:0043139]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; double-stranded DNA helicase activity [GO:0036121]; forked DNA-dependent helicase activity [GO:0061749]; four-way junction helicase activity [GO:0009378]; RNA binding [GO:0003723]; single-stranded 3'-5' DNA helicase activity [GO:1990518]; single-stranded DNA binding [GO:0003697]
P34244	P34244	3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; DNA-dependent protein kinase activity [GO:0004677]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]
P34245	P34245	
P34246	P34246	
P34247	P34247	
P34248	P34248	aspartic endopeptidase activity, intramembrane cleaving [GO:0042500]
P34249	P34249	
P34250	P34250	
P34251	P34251	aldehyde dehydrogenase (NAD+) activity [GO:0004029]
P34252	P34252	DNA replication origin binding [GO:0003688]; single-stranded DNA binding [GO:0003697]
P34253	P34253	ATP binding [GO:0005524]; chromatin binding [GO:0003682]
P34730	P34730	DNA replication origin binding [GO:0003688]; phosphoserine residue binding [GO:0050815]
