YSN	 UniProtID	 Name	 Gene Names
YDR429C	Q04067	Eukaryotic translation initiation factor 3 subunit G (eIF3g) (Eukaryotic translation initiation factor 3 RNA-binding subunit) (eIF-3 RNA-binding subunit) (Translation initiation factor eIF3 p33 subunit) (eIF3 p33)	TIF35, YDR429C, D9461.16
YLR439W	P36517	Large ribosomal subunit protein uL29m (54S ribosomal protein L4, mitochondrial) (YmL4)	MRPL4, YLR439W, L9753.1
YMR204C	Q03694	Inheritance of peroxisomes protein 1	INP1, YMR204C, YM8325.05C
YGL043W	P07273	Transcription elongation factor S-II (DNA strand transfer protein alpha) (STP-alpha) (DNA strand transferase 1) (Pyrimidine pathway regulatory protein 2)	DST1, PPR2, YGL043W
YDR501W	Q04383	Protein PLM2 (Plasmid maintenance protein 2)	PLM2, YDR501W
YGL136C	P53123	rRNA methyltransferase 2, mitochondrial (EC 2.1.1.168) (21S rRNA (uridine(2791)-2'-O)-methyltransferase) (21S rRNA [Um2791] 2'-O-methyltransferase)	MRM2, YGL136C, G2830
YJL189W	P04650	Large ribosomal subunit protein eL39 (60S ribosomal protein L39) (L46) (YL40)	RPL39, RPL46, SPB2, YJL189W, J0360
YBL051C	P34217	RNA-binding protein PIN4 (Psi inducibility protein 4)	PIN4, MDT1, YBL051C, YBL0506, YBL0516
YLR329W	Q02721	Meiotic recombination protein REC102	REC102, YLR329W, L8543.17
YHL039W	P38732	Protein-lysine N-methyltransferase EFM1 (EC 2.1.1.-) (Elongation factor methyltransferase 1)	EFM1, YHL039W
YKL196C	P36015	Synaptobrevin homolog YKT6 (EC 2.3.1.-)	YKT6, YKL196C
YOL080C	Q08237	RNA exonuclease 4 (EC 3.1.-.-)	REX4, YOL080C
YDL181W	P01097	F(1)-ATPase inhibitor IF(1), mitochondrial (ATPase inhibitory factor 1) (IF(1)) (IF1)	INH1, YDL181W, D1305
YDL223C	Q07653	Protein HBT1 (HUB1 target protein 1)	HBT1, Crem, YDL223C
YKL171W	P36003	Nitrogen network kinase 1 (EC 2.7.11.1)	NNK1, YKL171W, YKL635
YOL090W	P25847	DNA mismatch repair protein MSH2 (MutS protein homolog 2)	MSH2, YOL090W, O0935
YFR034C	P07270	Phosphate system positive regulatory protein PHO4	PHO4, YFR034C
YKR071C	P36152	Fe-S cluster assembly protein DRE2 (Anamorsin homolog)	DRE2, YKR071C
YMR251W-A	Q05827	Protein HOR7 (Protein A0.5)	HOR7, YMR251W-A, YMR251BW
YKL082C	P36080	Ribosomal RNA-processing protein 14 (Ribosome biogenesis protein RRP14)	RRP14, YKL082C
YML063W	P23248	Small ribosomal subunit protein eS1B (40S ribosomal protein S1-B) (RP10B)	RPS1B, PLC2, RPS10B, YML063W
YGR086C	P53252	Sphingolipid long chain base-responsive protein PIL1	PIL1, YGR086C
YER017C	P39925	Mitochondrial inner membrane m-AAA protease component YTA10 (EC 3.4.24.-) (EC 3.6.-.-) (ATPase family gene 3 protein) (Tat-binding homolog 10)	AFG3, YTA10, YER017C
YGR156W	P39927	Protein PTI1	PTI1, YGR156W, G6670
YGL131C	P53127	E3 ubiquitin-protein ligase SNT2 (EC 2.3.2.27) (Histone E3 ligase SNT2) (RING-type E3 ubiquitin transferase SNT2) (SANT domain-containing protein 2)	SNT2, YGL131C, G2850
YNL261W	P50874	Origin recognition complex subunit 5 (Origin recognition complex 53 kDa subunit)	ORC5, YNL261W, N0834
YOL163W	P0CF20	Putative uncharacterized transporter YOL163W	YOL163W, O0230
YKL055C	P35731	3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100) (3-ketoacyl-acyl carrier protein reductase)	OAR1, YKL055C
YLR285W	Q05874	Protein N-terminal and lysine N-methyltransferase EFM7 (EC 2.1.1.-) (Elongation factor methyltransferase 7) (Nicotinamide N-methyltransferase-like protein 1)	NNT1, EFM7, YLR285W
YPR062W	Q12178	Cytosine deaminase (yCD) (EC 3.5.4.1) (Cytosine aminohydrolase) (Fluorocytosine resistance protein 1)	FCY1, YPR062W, YP9499.17
YAR050W	P32768	Flocculation protein FLO1 (Flocculin-1)	FLO1, FLO2, FLO4, FLO8, YAR050W
YIL009W	P39002	Long-chain-fatty-acid--CoA ligase 3 (EC 6.2.1.3) (Fatty acid activator 3) (Long-chain acyl-CoA synthetase 3)	FAA3, YIL009W
YER123W	P39962	Casein kinase I homolog 3 (EC 2.7.11.1)	YCK3, CKI3, YER123W
YMR192W	Q04322	Probable GTPase-activating protein GYL1 (GYP5-like protein 1)	GYL1, APP2, YMR192W, YM9646.04
YFR022W	P43602	Protein ROG3 (Revertant of glycogen synthase kinase mutation protein 3)	ROG3, YFR022W
YMR297W	P00729	Carboxypeptidase Y (CPD-Y) (cpY) (EC 3.4.16.5) (Carboxypeptidase YSCY)	PRC1, YMR297W
YNL167C	Q02100	CRE-binding bZIP protein SKO1	SKO1, ACR1, YNL167C, N1702
YOR228C	Q12106	Mitochondrial adapter protein MCP1 (MDM10-complementing protein 1)	MCP1, YOR228C, YOR50-18
YML047C	Q04705	Pheromone-regulated membrane protein 6 (Low affinity K(+) transporter 2)	PRM6, KCH2, YML047C, YM9827.05C
YDR045C	Q04307	DNA-directed RNA polymerase III subunit RPC10 (RNA polymerase III subunit C10) (DNA-directed RNA polymerases III 12.5 kDa polypeptide) (RNA polymerase III subunit C11)	RPC11, YDR045C, YD9609.01C
YJR005C-A	Q3E827	Protein LSO1 (Late-annotated small open reading frame 1)	LSO1, YJR005C-A
YHL013C	P38747	OTU domain-containing protein 2	OTU2, YHL013C
YDL121C	Q07541	ER export of PMA1 protein 1	EXP1, YDL121C
YOR057W	Q08446	Protein SGT1 (Suppressor of G2 allele of SKP1)	SGT1, YOR057W, YOR29-08
YMR213W	Q03654	Pre-mRNA-splicing factor CEF1 (PRP nineteen-associated complex protein 85) (PRP19-associated complex protein 85)	CEF1, NTC85, YMR213W, YM8261.07
YOL007C	Q08054	Chitin synthase 3 complex protein CSI2	CSI2, YOL007C
YDL046W	Q12408	Phosphatidylglycerol/phosphatidylinositol transfer protein (PG/PI-TP) (NPC2 homolog)	NPC2, YDL046W, D2699
YPL050C	P39107	Mannan polymerase complexes subunit MNN9 (M-pol I subunit MNN9) (M-Pol II subunit MNN9)	MNN9, YPL050C, P7102.01
YOR157C	P25043	Proteasome subunit beta type-2 (EC 3.4.25.1) (Macropain subunit PUP1) (Multicatalytic endopeptidase complex subunit PUP1) (Proteasome component PUP1) (Proteinase YSCE subunit PUP1)	PUP1, YOR157C
YAL039C	P06182	Holocytochrome-c synthase (EC 4.4.1.17) (Cytochrome c heme lyase) (CCHL)	CYC3, YAL039C
YOR383C	Q08907	Facilitator of iron transport 3	FIT3, YOR383C
YHR096C	P38695	Probable glucose transporter HXT5	HXT5, YHR096C
YGL094C	P53010	PAN2-PAN3 deadenylation complex catalytic subunit PAN2 (EC 3.1.13.4) (PAB1P-dependent poly(A)-specific ribonuclease) (Poly(A)-nuclease deadenylation complex subunit 2) (PAN deadenylation complex subunit 2)	PAN2, YGL094C
YOR025W	P53687	NAD-dependent histone deacetylase HST3 (EC 2.3.1.286) (Homologous to SIR2 protein 3) (Regulatory protein SIR2 homolog 3)	HST3, YOR025W, OR26.15
YOL011W	Q08108	Lysophospholipase 3 (EC 3.1.1.5) (Phospholipase B 3)	PLB3, YOL011W
YHR050W	P38778	Manganese transporter SMF2	SMF2, YHR050W
YLR086W	Q12267	Structural maintenance of chromosomes protein 4	SMC4, YLR086W, L9449.5
YDR204W	O13525	Ubiquinone biosynthesis protein COQ4, mitochondrial (Coenzyme Q biosynthesis protein 4)	COQ4, YDR204W, YD8142.01
YOR349W	P40987	Chromosome instability protein 1	CIN1, YOR349W, O6350
YDR172W	P05453	Eukaryotic peptide chain release factor GTP-binding subunit (EC 3.6.5.-) (ERF-3) (ERF3) (ERF2) (G1 to S phase transition protein 1) (Omnipotent suppressor protein 2) (PSI no more protein 2) (Polypeptide release factor 3) (Translation release factor 3)	SUP35, GST1, PNM2, SAL3, SUF12, SUP2, YDR172W, YD9395.05
YOL055C	Q08224	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase THI20 (EC 2.7.1.49) (EC 2.7.4.7) (EC 3.5.99.2) (Hydroxymethylpyrimidine kinase) (HMP kinase) (Hydroxymethylpyrimidine phosphate kinase) (HMP-P kinase) (HMP-phosphate kinase) (HMPP kinase)	THI20, YOL055C, O1239
YGL242C	P53066	Ankyrin repeat-containing protein YGL242C	YGL242C, HRE181
YIL030C	P40318	ERAD-associated E3 ubiquitin-protein ligase DOA10 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase DOA10)	SSM4, DOA10, YIL030C, YI3299.01C, YI9905.18C
YBL060W	P34225	Guanine-nucleotide exchange factor YEL1 (EFA6-like protein 1)	YEL1, YBL060W, YBL0507, YBL0517
YOR110W	Q12415	Transcription factor tau 55 kDa subunit (TFIIIC 55 kDa subunit) (Transcription factor C subunit 7)	TFC7, YOR110W, O3234, YOR3234w
YBL009W	P32789	Serine/threonine-protein kinase Haspin homolog ALK2 (EC 2.7.11.1)	ALK2, YBL009W, YBL0317
YBR044C	P38228	Mitochondrial chaperone TCM62	TCM62, YBR044C, YBR0414
YDR270W	P38995	Copper-transporting ATPase (EC 7.2.2.8) (Cu(2+)-ATPase)	CCC2, YDR270W, D9954.6
YOR038C	P32480	Protein HIR2 (Histone transcription regulator 2)	HIR2, YOR038C, OR26.31
YNL148C	P53904	Tubulin-specific chaperone B (Alpha-tubulin formation protein 1) (Tubulin-folding cofactor B)	ALF1, YNL148C, N1201, N1777
YDL217C	Q12328	Mitochondrial import inner membrane translocase subunit TIM22	TIM22, YDL217C, D0884
YBL046W	P38193	Serine/threonine-protein phosphatase 4 regulatory subunit 2 (PP4R2)	PSY4, HTP3, YBL046W, YBL0402
YMR174C	P01094	Protease A inhibitor 3 (Proteinase inhibitor I(A)3) (Proteinase yscA-inhibitor) (Saccharopepsin inhibitor)	PAI3, YMR174C, YM8010.04C
YDR303C	Q06639	Chromatin structure-remodeling complex protein RSC3 (Remodel the structure of chromatin complex subunit 3)	RSC3, YDR303C, D9740.13
YOR351C	P24719	Meiosis-specific serine/threonine-protein kinase MEK1 (EC 2.7.11.1)	MEK1, MRE4, YOR351C, O6357
YKR052C	P23500	Mitochondrial RNA-splicing protein MRS4	MRS4, YKR052C
YPL221W	Q08967	Flavin carrier protein 1 (Bypass of PAM1 protein 1) (FAD transporter 1) (Heme utilization factor 1) (TRP-like ion channel protein FLC1)	FLC1, BOP1, HUF1, YPL221W
YMR080C	P30771	ATP-dependent helicase NAM7 (EC 3.6.4.12) (EC 3.6.4.13) (Nonsense-mediated mRNA decay protein 1) (Nuclear accommodation of mitochondria 7 protein) (Up-frameshift suppressor 1)	NAM7, IFS2, MOF4, UPF1, YMR080C, YM9582.05C
YGR247W	P53314	2',3'-cyclic-nucleotide 3'-phosphodiesterase (CPDase) (EC 3.1.4.37)	CPD1, YGR247W
YIR003W	P40563	Altered inheritance of mitochondria protein 21	AIM21, YIR003W, YIB3W
YGL028C	P53189	Probable family 17 glucosidase SCW11 (EC 3.2.1.-) (Soluble cell wall protein 11)	SCW11, YGL028C
YFL054C	P43549	Aquaglycerol porin AQY3 (Aquaporin-3)	AQY3, YFL054C
YDR420W	P41809	Signaling mucin HKR1 (Hansenula MRAKII killer toxin-resistant protein 1)	HKR1, YDR420W
YLR119W	Q99176	Protein SRN2 (ESCRT-I complex subunit VPS37) (Vacuolar protein sorting-associated protein 37)	SRN2, SRN10, VPS37, YLR119W, L2958, L9233.5
YDR370C	Q06349	Decapping and exoribonuclease protein 1 (EC 3.6.1.-) (5'-3' exoribonuclease DXO1) (EC 3.1.13.-) (NAD-capped RNA hydrolase DXO1) (DeNADding enzyme DXO1) (EC 3.6.1.-)	DXO1, YDR370C
YKL152C	P00950	Phosphoglycerate mutase 1 (PGAM 1) (EC 5.4.2.11) (BPG-dependent PGAM 1) (MPGM 1) (Phosphoglyceromutase 1)	GPM1, GPM, YKL152C, YKL607
YIL040W	P40532	Nuclear membrane organization protein APQ12	APQ12, YIL040W
YLL009C	Q12287	Cytochrome c oxidase copper chaperone	COX17, YLL009C, L1343
YFL012W	P43580	Uncharacterized protein YFL012W	YFL012W
YEL050C	P32611	Large ribosomal subunit protein uL2m (54S ribosomal protein RML2, mitochondrial) (L2)	RML2, YEL050C, SYGP-ORF37
YPR159W	P32486	Beta-glucan synthesis-associated protein KRE6 (Killer toxin-resistance protein 6)	KRE6, CWH48, YPR159W
YMR215W	Q03655	Probable 1,3-beta-glucanosyltransferase GAS3 (EC 2.4.1.-) (Glycolipid-anchored surface protein 3)	GAS3, YMR215W, YM8261.09
YDR540C	Q03036	Uncharacterized protein IRC4 (Increased recombination centers protein 4)	IRC4, YDR540C
YPL235W	Q12464	RuvB-like protein 2 (RUVBL2) (EC 3.6.4.12) (TIP49-homology protein 2) (TIP49b homolog)	RVB2, TIH2, TIP49B, YPL235W, P1060
YDR115W	Q04598	Large ribosomal subunit protein bL34m (54S ribosomal protein L34, mitochondrial) (L34mt)	YDR115W, YD9727.10
YDR262W	Q12331	FAS1 domain-containing protein YDR262W	YDR262W, YD9320B.01
YHR072W-A	Q6Q547	H/ACA ribonucleoprotein complex subunit NOP10 (Nucleolar protein 10) (Nucleolar protein family A member 3) (snoRNP protein NOP10)	NOP10, YHR072W-A
YIR013C	P40569	Protein GAT4	GAT4, YIR013C
YEL032W	P24279	DNA replication licensing factor MCM3 (EC 3.6.4.12) (Minichromosome maintenance protein 3)	MCM3, YEL032W, SYGP-ORF23
YER010C	P40011	4-hydroxy-4-methyl-2-oxoglutarate aldolase (HMG aldolase) (EC 4.1.3.17) (Oxaloacetate decarboxylase) (OAA decarboxylase) (EC 4.1.1.112) (Regulator of ribonuclease activity homolog) (RraA-like protein)	YER010C
YML052W	P54003	Protein SUR7	SUR7, YML052W, YM9958.11
YBR254C	P38334	Trafficking protein particle complex subunit 20 (TRAPP subunit 20) (Transport protein particle 20 kDa subunit)	TRS20, YBR254C, YBR1722
YHR100C	P38812	Phosphatidylglycerophosphatase GEP4, mitochondrial (EC 3.1.3.27) (Genetic interactor of prohibitins 4) (PGP phosphatase GEP4)	GEP4, YHR100C
YDL058W	P25386	Intracellular protein transport protein USO1 (Int-1)	USO1, INT1, YDL058W
YEL036C	P32629	Mannan polymerase II complex ANP1 subunit (M-Pol II subunit ANP1) (Aminonitrophenyl propanediol resistance protein)	ANP1, GEM3, YEL036C, SYGP-ORF28
YBR103W	P38262	SIR4-interacting protein SIF2	SIF2, EMB1, YBR103W, YBR0832
YIL092W	P40497	Uncharacterized protein YIL092W	YIL092W
YNL035C	P53962	Uncharacterized WD repeat-containing protein YNL035C	YNL035C, N2730
YJR093C	P45976	Pre-mRNA polyadenylation factor FIP1	FIP1, YJR093C, J1911
YGR281W	P53049	Oligomycin resistance ATP-dependent permease YOR1 (ABC transporter YOR1) (ABC-type Cd(2+) transporter) (EC 7.2.2.2) (ABC-type glutathione-S-conjugate transporter) (EC 7.6.2.3) (Yeast oligomycin resistance protein 1)	YOR1, YRS1, YGR281W
YJR126C	P47161	Vacuolar protein sorting-associated protein 70 (EC 3.4.-.-)	VPS70, YJR126C, J2050
YJL083W	P47030	Protein TAX4	TAX4, YJL083W, J1002
YDR069C	P32571	Ubiquitin carboxyl-terminal hydrolase 4 (EC 3.4.19.12) (Deubiquitinating enzyme 4) (Ubiquitin thioesterase 4) (Ubiquitin-specific-processing protease 4) (Vacuole biogenesis protein SSV7)	DOA4, DOS1, MUT4, NPI2, SSV7, UBP4, YDR069C, D4270, YD8554.02C, YD9609.23C
YBL024W	P38205	Multisite-specific tRNA:(cytosine-C(5))-methyltransferase (EC 2.1.1.202) (Multisite-specific tRNA:m5C-methyltransferase) (tRNA (cytosine-5-)-methyltransferase NCL1) (tRNA methyltransferase 4)	NCL1, TRM4, YBL024W, YBL0437
YER011W	P10863	Cold shock-induced protein TIR1 (Serine-rich protein 1) (TIP1-related protein 1)	TIR1, SRP1, YER011W
YER047C	P39955	Protein SAP1 (SIN1-associated protein)	SAP1, YER047C
YLR268W	P22214	Protein transport protein SEC22 (Suppressor of loss of YPT1 protein 2)	SEC22, SLY2, TSL26, YLR268W, L8479.3
YBR148W	P38280	Spore-specific protein YSW1	YSW1, YBR148W, YBR1125
YAL059W	P39715	Shuttling pre-60S factor ECM1 (Extracellular mutant protein 1) (Protein SIM1)	ECM1, SIM1, YAL059W
YFL022C	P15625	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)	FRS2, YFL022C
YHR033W	P38690	Uncharacterized protein YHR033W	YHR033W
YLR403W	P32432	Transcription factor SFP1 (Split finger protein 1)	SFP1, YLR403W, L8084.4
YCR066W	P10862	Postreplication repair E3 ubiquitin-protein ligase RAD18 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase RAD18) (Radiation sensitivity protein 18)	RAD18, YCR066W, YCR66W
YOL054W	Q12161	RING finger protein PSH1 (POB3/SPT16 histone-associated protein 1)	PSH1, YOL054W, O1263
YIL056W	P40522	Transcription factor VHR1 (VHT1 regulator 1)	VHR1, YIL056W
YDR350C	P50273	Mitochondrial translation factor ATP22	ATP22, TCM10, YDR350C, D9476.9
YJL154C	P34110	Vacuolar protein sorting-associated protein 35 (Vacuolar protein-targeting protein 7)	VPS35, VPT7, YJL154C, J0580
YER076C	P40049	Putative uncharacterized protein YER076C	YER076C
YMR008C	P39105	Lysophospholipase 1 (EC 3.1.1.5) (Phospholipase B 1)	PLB1, YMR008C, YM8270.10C
YJR132W	P46970	Nonsense-mediated mRNA decay protein 5 (Karyopherin-119)	NMD5, KAP119, YJR132W, J2112
YLR288C	Q02574	DNA damage checkpoint control protein MEC3	MEC3, PIP3, PSO9, YLR288C, L8003.15
YBR167C	P38291	Ribonucleases P/MRP protein subunit POP7 (EC 3.1.26.5) (RNA-processing protein POP7) (RNases P/MRP 15.8 kDa subunit)	POP7, RPP2, YBR167C, YBR1219
YFR029W	P43606	SPS-sensor component PTR3 (Peptide transport protein 3)	PTR3, APF3, SSY3, YFR029W
YBR204C	P38139	Lipid droplet hydrolase 1 (EC 3.1.1.3) (Lipid esterase) (Triacylglycerol lipase)	LDH1, YBR204C, YBR1444
YFR017C	P43598	Inhibitor of glycogen debranching 1	IGD1, YFR017C
YGR098C	Q03018	Separin (EC 3.4.22.49) (Separase)	ESP1, YGR098C
YOL052C	P21182	S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase alpha chain; S-adenosylmethionine decarboxylase beta chain]	SPE2, YOL052C, O1275
YJR051W	P21375	Fumarate reductase 2 (FRDS2) (EC 1.3.1.6) (NADH-dependent fumarate reductase) (Osmotic sensitivity protein 1) (Soluble fumarate reductase, mitochondrial isozyme)	OSM1, YJR051W, J1659
YOR189W	Q08561	Ino eighty subunit 4	IES4, YOR189W
YGR210C	P42942	Uncharacterized GTP-binding protein YGR210C	YGR210C, G7748
YLL035W	Q07845	Polynucleotide 5'-hydroxyl-kinase GRC3 (EC 2.7.1.-) (Protein GRC3)	GRC3, YLL035W
YGL161C	P53108	Protein YIP5 (YPT-interacting protein 5)	YIP5, YGL161C, G1832
YGR077C	P53248	Peroxisomal biogenesis factor 8 (Peroxin-8) (Peroxisomal protein PAS6)	PEX8, PAS6, YGR077C
YDR331W	P49018	GPI-anchor transamidase (GPI transamidase) (EC 3.-.-.-)	GPI8, YDR331W, D9798.2
YHR065C	P38712	ATP-dependent rRNA helicase RRP3 (EC 3.6.4.13) (Ribosomal RNA-processing protein 3)	RRP3, YHR065C
YOL145C	P89105	RNA polymerase-associated protein CTR9 (Centromere-binding factor 1-dependent protein 1) (Cln three-requiring protein 9)	CTR9, CDP1, YOL145C
YNL237W	P53584	Protein YTP1	YTP1, YNL237W, N1129
YDR178W	P37298	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial (CybS) (Succinate-ubiquinone reductase membrane anchor subunit)	SDH4, ACN18, YDR178W, YD9395.11
YKL009W	P33201	Ribosome assembly factor MRT4 (mRNA turnover protein 4)	MRT4, YKL009W, YKL160
YIL011W	P40552	Cell wall protein TIR3 (TIP1-related protein 3)	TIR3, YIB1, YIL011W
YGR076C	P23369	Large ribosomal subunit protein mL59 (54S ribosomal protein L25, mitochondrial) (YmL25)	MRPL25, YMR26, YGR076C
YJR154W	P47181	Uncharacterized protein YJR154W	YJR154W, J2240
YMR251W	Q04806	Glutathione S-transferase omega-like 3 (EC 2.5.1.18)	GTO3, YMR251W, YM9920.05
YHR136C	P38839	Putative cyclin-dependent kinase inhibitor SPL2 (Suppressor of PLC1 deletion protein 2)	SPL2, YHR136C
YOR161C	Q12412	Protein PNS1 (pH nine-sensitive protein 1)	PNS1, YOR161C, O3568
YBR019C	P04397	Bifunctional protein GAL10 [Includes: UDP-glucose 4-epimerase (EC 5.1.3.2) (Galactowaldenase); Aldose 1-epimerase (EC 5.1.3.3) (Galactose mutarotase)]	GAL10, YBR019C, YBR0301
YML128C	Q03104	Meiotic sister chromatid recombination protein 1	MSC1, YML128C, YM4987.07C
YDL123W	Q07549	Protein SNA4	SNA4, YDL123W
YNL062C	P41814	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 (General control non-derepressible protein 10) (Protein GCD10) (tRNA(m1A58)-methyltransferase subunit TRM6) (tRNA(m1A58)MTase subunit TRM6)	GCD10, TIF33, TRM6, YNL062C, N2422
YPL155C	P28743	Kinesin-like protein KIP2	KIP2, YPL155C, P2581
YBR291C	P38152	Tricarboxylate transport protein (Citrate transport protein) (CTP)	CTP1, YBR291C, YBR2039
YDL098C	Q12368	23 kDa U4/U6.U5 small nuclear ribonucleoprotein component	SNU23, YDL098C, D2378
YHR141C	P0CX28	Large ribosomal subunit protein eL42B (60S ribosomal protein L42-B) (L41) (Maintenance of killer protein 18) (YL27) (YP44)	RPL42B, MAK18, RPL41B, SCL41B, YHR141C
YOL081W	P19158	Inhibitory regulator protein IRA2	IRA2, CCS1, GLC4, YOL081W, O0985
YIL038C	P06102	General negative regulator of transcription subunit 3	NOT3, YIL038C
YCR075C	P17261	Cystine transporter (ERD suppressor) (Transmembrane protein ERS1)	ERS1, YCR075C, YCR75C
YCR020C-A	P23059	N-alpha-acetyltransferase 38, NatC auxiliary subunit (L-A virus GAG protein N-acetyltransferase subunit MAK31) (Maintenance of killer protein 31) (N-terminal acetyltransferase C complex subunit MAK31) (NatC complex subunit MAK31)	MAK31, NAA38, YCR020C-A, YCR20C-A
YDL020C	Q03465	Protein RPN4 (Nuclear protein SON1) (Ubiquitin fusion degradation protein 5)	RPN4, SON1, UFD5, YDL020C, D2840
YHL024W	P38741	Meiotic activator RIM4 (Regulator of IME2 protein 4)	RIM4, YHL024W
YPR082C	Q06819	Spliceosomal protein DIB1	DIB1, CDH1, SNU16, YPR082C, P9513.12
YML088W	Q04511	Ubiquitin ligase complex F-box protein UFO1	UFO1, YML088W
YGR187C	P48362	Protein HGH1 (HMG1/2 protein homolog)	HGH1, YGR187C, G7538
YLR414C	Q06991	Protein PUN1 (Plasma membrane protein up-regulated during nitrogen stress 1)	PUN1, YLR414C
YMR005W	P50105	Transcription initiation factor TFIID subunit 4 (MPT-1) (TAF suppressor gene 2 protein) (TAFII-48) (TBP-associated factor 4) (TBP-associated factor 48 kDa)	TAF4, MPT1, TAF48, TSG2, YMR005W, YM8270.07
YIL014C-A	Q02598	Uncharacterized protein YIL014C-A	YIL014C-A
YJR100C	P47140	Altered inheritance rate of mitochondria protein 25	AIM25, YJR100C, J1946
YDR260C	Q12379	Anaphase-promoting complex subunit SWM1 (Anaphase-promoting complex subunit 13) (Spore wall maturation protein 1)	SWM1, APC13, YDR260C, YD9320A.11, YD9320A.11c
YKR056W	P33753	tRNA (uracil(54)-C(5))-methyltransferase (EC 2.1.1.35) (Transfer RNA methyltransferase 2) (tRNA(m5U54)-methyltransferase)	TRM2, NUC2, NUD1, RNC1, YKR056W
YOL003C	Q12006	Palmitoyltransferase PFA4 (EC 2.3.1.225) (Protein S-acyltransferase) (PAT) (Protein fatty acyltransferase 4)	PFA4, YOL003C, UNE378
YER068W	P34909	General negative regulator of transcription subunit 4 (EC 2.3.2.27) (Modulator of transcription 2)	MOT2, CCL1, NOT4, SIG1, SSF1, YER068W
YER122C	P38682	ADP-ribosylation factor GTPase-activating protein GLO3 (ARF GAP GLO3)	GLO3, YER122C
YOL006C	P04786	DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I) (Maintenance of killer protein 1)	TOP1, MAK1, YOL006C
YOR130C	Q12375	Mitochondrial ornithine transporter 1	ORT1, ARG11, YOR130C, O3299, YOR3299C
