Q96R72	gene_name:OR4K3
Q13823	gene_name:GNL2
Q92979	gene_name:EMG1
Q9HBJ0	gene_name:PLAC1
Q86UY8	gene_name:NT5DC3
Q5TFE4	gene_name:NT5DC1
O60356	gene_name:NUPR1
Q8NH09	gene_name:OR8S1
P58173	gene_name:OR2B6
Q8NGT9	gene_name:OR2A1
Q969Y0	gene_name:NXPE3
Q8NG76	gene_name:OR2T33
Q9P242	gene_name:NYAP2
O95013	gene_name:OR4F21
Q13093	gene_name:PLA2G7
Q99487	gene_name:PAFAH2
Q8WX93	gene_name:PALLD
Q9H999	gene_name:PANK3
P35913	gene_name:PDE6B
P55085	gene_name:F2RL1
P05165	gene_name:PCCA
Q9H0J9	gene_name:PARP12
P57721	gene_name:PCBP3
Q9UN73	gene_name:PCDHA6
Q9NZK7	gene_name:PLA2G2E
Q7Z2X4	gene_name:PID1
O75167	gene_name:PHACTR2
P78562	gene_name:PHEX
Q9BUL5	gene_name:PHF23
Q16816	gene_name:PHKG1
Q9NRX4	gene_name:PHPT1
P14222	gene_name:PRF1
Q6UWI2	gene_name:PARM1
P20265	gene_name:POU3F2
P45877	gene_name:PPIC
Q8IV08	gene_name:PLD3
P48147	gene_name:PREP
Q96LW4	gene_name:PRIMPOL
Q86XN7	gene_name:PROSER1
Q12913	gene_name:PTPRJ
P22102	gene_name:GART
Q969U7	gene_name:PSMG2
Q8IY67	gene_name:RAVER1
Q5RL73	gene_name:RBM48
Q9Y580	gene_name:RBM7
P25800	gene_name:LMO1
P10276	gene_name:RARA
P46063	gene_name:RECQL
A6NED2	gene_name:RCCD1
Q9H0U4	gene_name:RAB1B
Q96BD5	gene_name:PHF21A
Q6ZS72	gene_name:PEAK3
O60664	gene_name:PLIN3
Q15165	gene_name:PON2
P27169	gene_name:PON1
P07738	gene_name:BPGM
Q6ZRT6	gene_name:PRR23B
P28827	gene_name:PTPRM
P54829	gene_name:PTPN5
P43378	gene_name:PTPN9
P11498	gene_name:PC
O15315	gene_name:RAD51B
Q9HD33	gene_name:MRPL47
Q96GC5	gene_name:MRPL48
Q96C74	gene_name:ROPN1L
O95602	gene_name:POLR1A
Q8ND24	gene_name:RNF214
Q96KT7	gene_name:SLC35G5
Q8N5S1	gene_name:SLC25A41
P78383	gene_name:SLC35B1
A6NKX4	gene_name:SLC22A31
P23526	gene_name:AHCY
Q969I6	gene_name:SLC38A4
Q96QD8	gene_name:SLC38A2
Q9BXS9	gene_name:SLC26A6
Q99624	gene_name:SLC38A3
Q9HBR0	gene_name:SLC38A10
Q9BSG5	gene_name:RTBDN
O00337	gene_name:SLC28A1
W5XKT8	gene_name:SPACA6
P33763	gene_name:S100A5
Q8N1S5	gene_name:SLC39A11
Q6UXD7	gene_name:SLC49A3
Q9UP95	gene_name:SLC12A4
A6ZKI3	gene_name:RTL8C
Q9Y6M7	gene_name:SLC4A7
Q9Y6R1	gene_name:SLC4A4
Q9Y285	gene_name:FARSA
Q9Y399	gene_name:MRPS2
A6NIM6	gene_name:SLC15A5
Q8N2U9	gene_name:SLC66A2
Q2MKA7	gene_name:RSPO1
P46059	gene_name:SLC15A1
Q5SY68	gene_name:S100A7L2
P61619	gene_name:SEC61A1
Q9H1X1	gene_name:RSPH9
P48065	gene_name:SLC6A12
Q8TBB6	gene_name:SLC7A14
Q695T7	gene_name:SLC6A19
P82675	gene_name:MRPS5
Q9NP91	gene_name:SLC6A20
P63162	gene_name:SNRPN
P59025	gene_name:RTP1
P82664	gene_name:MRPS10
Q7Z5N4	gene_name:SDK1
P83859	gene_name:QRFP
Q9NQN1	gene_name:OR2S2
Q9H7Z3	gene_name:NRDE2
Q9Y5F7	gene_name:PCDHGC4
Q9Y5I4	gene_name:PCDHAC2
Q8NGA5	gene_name:OR10H4
O60658	gene_name:PDE8A
Q9HCL0	gene_name:PCDH18
P12004	gene_name:PCNA
Q8WW12	gene_name:PCNP
B3GLJ2	gene_name:PATE3
Q86WH2	gene_name:RASSF3
Q9NS23	gene_name:RASSF1
Q8TD07	gene_name:RAET1E
P62826	gene_name:RAN
P48380	gene_name:RFX3
Q9P2R6	gene_name:RERE
Q6ZV50	gene_name:RFX8
Q96D71	gene_name:REPS1
Q9BVS4	gene_name:RIOK2
P30050	gene_name:RPL12
Q03395	gene_name:ROM1
Q96E14	gene_name:RMI2
O75116	gene_name:ROCK2
O76064	gene_name:RNF8
Q5TBB1	gene_name:RNASEH2B
P04844	gene_name:RPN2
O43159	gene_name:RRP8
P10301	gene_name:RRAS
P62241	gene_name:RPS8
Q9BPW5	gene_name:RASL11B
Q8WUG5	gene_name:SLC22A17
Q9NTN3	gene_name:SLC35D1
Q495N2	gene_name:SLC36A3
Q9NP92	gene_name:MRPS30
Q8NG04	gene_name:SLC26A10
Q8IZ73	gene_name:RPUSD2
Q5SSQ6	gene_name:SAPCD1
P60896	gene_name:SEM1
Q9Y371	gene_name:SH3GLB1
Q2NKQ1	gene_name:SGSM1
P17482	gene_name:HOXB9
A0A0B4J1Y9	gene_name:IGHV3-72
Q9NWY4	gene_name:HPF1
P0CJ69	gene_name:MTRNR2L2
P40305	gene_name:IFI27
P01579	gene_name:IFNG
Q9NPH3	gene_name:IL1RAP
Q8N9C0	gene_name:IGSF22
Q8NFM7	gene_name:IL17RD
Q9NSI5	gene_name:IGSF5
O95760	gene_name:IL33
Q96BM0	gene_name:IFI27L1
Q5T953	gene_name:IER5L
P98153	gene_name:DGCR2
Q5TF58	gene_name:IFFO2
Q96RY7	gene_name:IFT140
P50221	gene_name:MEOX1
P30301	gene_name:MIP
P50222	gene_name:MEOX2
Q16819	gene_name:MEP1A
Q9HAP2	gene_name:MLXIP
Q16820	gene_name:MEP1B
Q9UH92	gene_name:MLX
Q8IXI2	gene_name:RHOT1
Q8IXI1	gene_name:RHOT2
Q9H081	gene_name:MIS12
Q9ULR0	gene_name:ISY1
O75578	gene_name:ITGA10
Q96DU7	gene_name:ITPKC
Q8IV33	gene_name:KIAA0825
Q5TA45	gene_name:INTS11
Q96L93	gene_name:KIF16B
P43630	gene_name:KIR3DL2
P0DP09	gene_name:IGKV1-13
P42166	gene_name:TMPO
P11279	gene_name:LAMP1
Q53QV2	gene_name:LBH
Q9BUB5	gene_name:MKNK1
O43934	gene_name:MFSD11
Q9Y6X9	gene_name:MORC2
Q96DH6	gene_name:MSI2
P25713	gene_name:MT3
P42898	gene_name:MTHFR
Q8IVL0	gene_name:NAV3
Q96H55	gene_name:MYO19
Q5VVJ2	gene_name:MYSM1
Q9ULV0	gene_name:MYO5B
Q9Y623	gene_name:MYH4
P02144	gene_name:MB
P59044	gene_name:NLRP6
Q9NZ94	gene_name:NLGN3
Q12986	gene_name:NFX1
P28336	gene_name:NMBR
A6NFF2	gene_name:NAP1L6P
Q5HYW2	gene_name:NHSL2
Q96TA1	gene_name:NIBAN2
Q14112	gene_name:NID2
Q13253	gene_name:NOG
Q14934	gene_name:NFATC4
Q9NX24	gene_name:NHP2
P56556	gene_name:NDUFA6
Q9UKK9	gene_name:NUDT5
P54845	gene_name:NRL
O14786	gene_name:NRP1
Q8WWG1	gene_name:NRG4
Q9NY59	gene_name:SMPD3
Q9BV86	gene_name:NTMT1
Q96E93	gene_name:KLRG1
Q5T7B8	gene_name:KIF24
Q8IUC1	gene_name:KRTAP11-1
Q9H0B6	gene_name:KLC2
P60371	gene_name:KRTAP10-6
O43526	gene_name:KCNQ2
Q9NS87	gene_name:KIF15
P31323	gene_name:PRKAR2B
Q9NPI7	gene_name:KRCC1
P22001	gene_name:KCNA3
Q9NVX7	gene_name:KBTBD4
P04430	gene_name:IGKV1-16
Q9H9P8	gene_name:L2HGDH
Q96MP8	gene_name:KCTD7
A2NJV5	gene_name:IGKV2-29
Q9H825	gene_name:METTL8
Q8TDZ2	gene_name:MICAL1
Q8NHS3	gene_name:MFSD8
Q96EN8	gene_name:MOCOS
O15442	gene_name:MPPED1
P26038	gene_name:MSN
Q5T3U5	gene_name:ABCC10
Q8WXB1	gene_name:METTL21A
Q8N9H8	gene_name:EXD3
Q8N6N6	gene_name:NATD1
Q9UHF3	gene_name:NAT8B
P49321	gene_name:NASP
Q9UKN7	gene_name:MYO15A
Q6PIF6	gene_name:MYO7B
P49821	gene_name:NDUFV1
Q8NI08	gene_name:NCOA7
P61583	gene_name:ERVK-5
P78316	gene_name:NOP14
Q9UM47	gene_name:NOTCH3
P46087	gene_name:NOP2
Q92570	gene_name:NR4A3
Q9HC29	gene_name:NOD2
Q9GZQ6	gene_name:NPFFR1
P56730	gene_name:PRSS12
Q16236	gene_name:NFE2L2
Q969S2	gene_name:NEIL2
Q6VVB1	gene_name:NHLRC1
Q16795	gene_name:NDUFA9
Q8NGD5	gene_name:OR4K14
P0C626	gene_name:OR5G3
Q9GZK3	gene_name:OR2B2
P41145	gene_name:OPRK1
Q96R67	gene_name:OR4C12
Q8NGG4	gene_name:OR8H1
Q96CB9	gene_name:NSUN4
O60890	gene_name:OPHN1
P03999	gene_name:OPN1SW
Q6UWF7	gene_name:NXPE4
Q96DL1	gene_name:NXPE2
Q8NH05	gene_name:OR4Q3
Q8IXS6	gene_name:PALM2
Q9P1W9	gene_name:PIM2
Q8WV24	gene_name:PHLDA1
Q68D20	gene_name:PMS2CL
Q8TBJ4	gene_name:PLPPR1
Q8WZA1	gene_name:POMGNT1
Q7Z6K3	gene_name:PTAR1
Q9UNM6	gene_name:PSMD13
Q92613	gene_name:JADE3
Q9NQ38	gene_name:SPINK5
Q86UX2	gene_name:ITIH5
Q5JYT7	gene_name:KIAA1755
Q9Y624	gene_name:F11R
O00410	gene_name:IPO5
O14896	gene_name:IRF6
Q9UNL4	gene_name:ING4
O94953	gene_name:KDM4B
Q96Q89	gene_name:KIF20B
Q3LI67	gene_name:KRTAP6-3
A0A0C4DH26	gene_name:IGKV6D-41
Q96ES6	gene_name:MFSD3
Q9UI43	gene_name:MRM2
Q7Z745	gene_name:MROH2B
Q8NEH6	gene_name:MNS1
Q9H579	gene_name:MROH8
Q96QG7	gene_name:MTMR9
Q9UHG3	gene_name:PCYOX1
Q13562	gene_name:NEUROD1
Q9NPC7	gene_name:MYNN
Q9Y6X6	gene_name:MYO16
Q13232	gene_name:NME3
Q9NP98	gene_name:MYOZ1
A7E2Y1	gene_name:MYH7B
Q6P3W6	gene_name:NBPF10
Q02045	gene_name:MYL5
O14931	gene_name:NCR3
Q8NCW5	gene_name:NAXE
Q7RTP0	gene_name:NIPA1
Q9Y618	gene_name:NCOR2
P51513	gene_name:NOVA1
P35228	gene_name:NOS2
Q9NPE2	gene_name:NGRN
Q14957	gene_name:GRIN2C
Q9H6R4	gene_name:NOL6
Q12980	gene_name:NPRL3
O75380	gene_name:NDUFS6
Q9BSC4	gene_name:NOL10
Q8N9A8	gene_name:CNEP1R1
O75469	gene_name:NR1I2
Q92617	gene_name:NPIPB3
Q6UXI9	gene_name:NPNT
P52848	gene_name:NDST1
Q7Z417	gene_name:NUFIP2
Q8IVF1	gene_name:NUTM2A
Q8NFH3	gene_name:NUP43
Q8WUM0	gene_name:NUP133
Q15615	gene_name:OR4D1
P0C7N1	gene_name:OR8U8
P35558	gene_name:PCK1
Q8IY26	gene_name:PLPP6
P22103	gene_name:PNEU_HUMAN
Q14651	gene_name:PLS1
Q96CS7	gene_name:PLEKHB2
P11686	gene_name:SFTPC
Q3SYG4	gene_name:BBS9
P46940	gene_name:IQGAP1
Q107X0	gene_name:KLKP1
Q96AC6	gene_name:KIFC2
Q02241	gene_name:KIF23
Q86W47	gene_name:KCNMB4
Q7Z3B3	gene_name:KANSL1
Q9BV57	gene_name:ADI1
Q05655	gene_name:PRKCD
Q3ZCV2	gene_name:LEXM
Q8N2G4	gene_name:LYPD1
Q96JK9	gene_name:MAML3
O60299	gene_name:LZTS3
Q8WZA0	gene_name:LZIC
Q9H8H3	gene_name:METTL7A
Q9NRE1	gene_name:MMP26
A0A0U1RRL7	gene_name:MMP24OS
P22897	gene_name:MRC1
Q96AM1	gene_name:MRGPRF
Q7L9L4	gene_name:MOB1B
Q8NCU8	gene_name:MTLN
P48039	gene_name:MTNR1A
P57103	gene_name:SLC8A3
P60323	gene_name:NANOS3
Q9BWU0	gene_name:SLC4A1AP
P22392	gene_name:NME2
P51970	gene_name:NDUFA8
O00483	gene_name:NDUFA4
Q02818	gene_name:NUCB1
Q6IQ23	gene_name:PLEKHA7
O95848	gene_name:NUDT14
Q5VVY1	gene_name:METTL11B
Q8WZ94	gene_name:OR5P3
Q8NGR2	gene_name:OR1L6
Q15738	gene_name:NSDHL
Q8NGN0	gene_name:OR4D5
Q8NH21	gene_name:OR4F5
Q9P1Q5	gene_name:OR1A1
Q9H4D5	gene_name:NXF3
Q8NGJ5	gene_name:OR51L1
Q6NXP6	gene_name:NOXRED1
A6NHG9	gene_name:OR5H14
Q8NGE0	gene_name:OR10AD1
Q9Y4A9	gene_name:OR10H1
Q8NGK6	gene_name:OR52I1
Q8NHC5	gene_name:OR14A16
Q9UP65	gene_name:PLA2G4C
Q9Y619	gene_name:SLC25A15
Q9Y5F8	gene_name:PCDHGB7
Q9UNF0	gene_name:PACSIN2
Q86YL7	gene_name:PDPN
Q8WXW3	gene_name:PIBF1
Q86YP4	gene_name:GATAD2A
Q13258	gene_name:PTGDR
O15530	gene_name:PDPK1
Q9UL41	gene_name:PNMA3
O00592	gene_name:PODXL
P63133	gene_name:ERVK-8
Q96M27	gene_name:PRRC1
Q8TC59	gene_name:PIWIL2
P04070	gene_name:PROC
P07988	gene_name:SFTPB
P12272	gene_name:PTHLH
Q5JS54	gene_name:PSMG4
Q6GMV3	gene_name:PTRHD1
Q92729	gene_name:PTPRU
P0C7L1	gene_name:SPINK8
P18084	gene_name:ITGB5
Q0VF49	gene_name:KIAA2012
Q14532	gene_name:KRT32
P28290	gene_name:ITPRID2
P49441	gene_name:INPP1
O15327	gene_name:INPP4B
Q9BY32	gene_name:ITPA
P05111	gene_name:INHA
A1A4Y4	gene_name:IRGM
Q96NJ5	gene_name:KLHL32
Q7Z7F0	gene_name:KHDC4
Q13557	gene_name:CAMK2D
Q86SY8	gene_name:KTN1-AS1
Q96L42	gene_name:KCNH8
P33176	gene_name:KIF5B
Q14012	gene_name:CAMK1
Q9P2N6	gene_name:KANSL3
A5PL33	gene_name:KRBA1
P30085	gene_name:CMPK1
Q6ZNG9	gene_name:KRBA2
P0DSN7	gene_name:IGKV1D-37
P01611	gene_name:IGKV1D-12
Q6UYE1	gene_name:DLEU7
Q86YQ2	gene_name:BPIFA4P
Q6DKI2	gene_name:LGALS9C
O75610	gene_name:LEFTY1
Q9BWQ8	gene_name:FAIM2
O95202	gene_name:LETM1
Q8IX19	gene_name:MCEMP1
O43708	gene_name:GSTZ1
Q49MG5	gene_name:MAP9
Q13233	gene_name:MAP3K1
Q9BY19	gene_name:MS4A8
P57077	gene_name:MAP3K7CL
Q9NX47	gene_name:MARCHF5
Q96JG8	gene_name:MAGED4
Q5J8X5	gene_name:MS4A13
P61244	gene_name:MAX
P21145	gene_name:MAL
A6NDZ8	gene_name:MBD3L4
Q8IZL2	gene_name:MAML2
Q13495	gene_name:MAMLD1
Q96EY5	gene_name:MVB12A
Q9H1A3	gene_name:METTL9
Q96QH8	gene_name:SPACA5
P43355	gene_name:MAGEA1
P43356	gene_name:MAGEA2
P20700	gene_name:LMNB1
Q96S90	gene_name:LYSMD1
O15479	gene_name:MAGEB2
Q92686	gene_name:NRGN
Q8N912	gene_name:NRAC
O75900	gene_name:MMP23B
P39900	gene_name:MMP12
B2RBV5	gene_name:MRUPP_HUMAN
Q13614	gene_name:MTMR2
Q8N1T3	gene_name:MYO1H
Q01538	gene_name:MYT1
Q8TD19	gene_name:NEK9
Q8NBF2	gene_name:NHLRC2
Q96G61	gene_name:NUDT11
Q86X67	gene_name:NUDT13
Q0GE19	gene_name:SLC10A7
P53370	gene_name:NUDT6
P03915	gene_name:MT-ND5
Q9HC10	gene_name:OTOF
Q86Y26	gene_name:NUTM1
P0C7N8	gene_name:OR9G9
Q8NH94	gene_name:OR1L1
Q9GZM6	gene_name:OR8D2
Q8NGJ4	gene_name:OR52E2
Q8NGN6	gene_name:OR10G7
Q8NGX3	gene_name:OR10T2
Q8NGK2	gene_name:OR52B4
Q9H208	gene_name:OR10A2
P0C6T2	gene_name:OST4
Q8NGF4	gene_name:OR5AP2
Q8NGN3	gene_name:OR10G4
Q9Y5P8	gene_name:PPP2R3B
P0DN81	gene_name:OR13C7
A1E959	gene_name:ODAM
Q9BYE7	gene_name:PCGF6
Q5T2S8	gene_name:ODAD2
Q9UGF5	gene_name:OR14J1
Q8WVF1	gene_name:OSCP1
Q8NGY9	gene_name:OR2L8
Q9HCR9	gene_name:PDE11A
Q01064	gene_name:PDE1B
Q9Y5H2	gene_name:PCDHGA11
A0A0X1KG70	gene_name:OR4M2B
P40855	gene_name:PEX19
Q14442	gene_name:PIGH
Q8TCI5	gene_name:PIFO
P54886	gene_name:ALDH18A1
Q86X59	gene_name:LINC02875
Q6VVX0	gene_name:CYP2R1
P61566	gene_name:ERVK-24
Q9NT22	gene_name:EMILIN3
Q6EEV4	gene_name:POLR2M
Q9NQX3	gene_name:GPHN
Q9NS66	gene_name:GPR173
P63092	gene_name:GNAS
Q7Z5G4	gene_name:GOLGA7
P51810	gene_name:GPR143
P48637	gene_name:GSS
P11169	gene_name:SLC2A3
Q71UI9	gene_name:H2AZ2
Q9UBI9	gene_name:HECA
Q58FF7	gene_name:HSP90AB3P
P31269	gene_name:HOXA9
O60921	gene_name:HUS1
Q99081	gene_name:TCF12
P0DTW3	gene_name:IGHV1-38-4
Q9UJY1	gene_name:HSPB8
Q9BUJ2	gene_name:HNRNPUL1
P32881	gene_name:IFNA8
Q14005	gene_name:IL16
Q9NWZ3	gene_name:IRAK4
Q8WWU7	gene_name:ITLN2
Q06033	gene_name:ITIH3
P17275	gene_name:JUNB
Q8NBE8	gene_name:KLHL23
Q8N239	gene_name:KLHL34
P15382	gene_name:KCNE1
Q2KJY2	gene_name:KIF26B
Q9NSB4	gene_name:KRT82
Q5SVS4	gene_name:SLC25A30
B7ZC32	gene_name:KIF28P
Q9BYR2	gene_name:KRTAP4-5
Q9BYQ7	gene_name:KRTAP4-1
Q9NPI9	gene_name:KCNJ16
Q6L8H1	gene_name:KRTAP5-4
Q3LI64	gene_name:KRTAP6-1
O60256	gene_name:PRPSAP2
P04432	gene_name:IGKV1D-39
P12532	gene_name:CKMT1A
Q9UBD5	gene_name:ORC3
Q9H6K4	gene_name:OPA3
A0A2R8YFM6	gene_name:OOSP3
Q8NGI9	gene_name:OR5A2
O43614	gene_name:HCRTR2
Q16620	gene_name:NTRK2
P47890	gene_name:OR1G1
P0DMB1	gene_name:PRR23D2
Q96R28	gene_name:OR2M2
Q6ZW49	gene_name:PAXIP1
Q96FC7	gene_name:PHYHIPL
Q8WUA2	gene_name:PPIL4
Q92871	gene_name:PMM1
Q9UQG0	gene_name:ERVK-11
O14939	gene_name:PLD2
Q96HM7	gene_name:PCED1B
O95521	gene_name:PRAMEF1
O95522	gene_name:PRAMEF12
Q6P2Q9	gene_name:PRPF8
Q9NRG1	gene_name:PRTFDC1
Q9H7J1	gene_name:PPP1R3E
Q9UJV8	gene_name:PURG
O43653	gene_name:PSCA
Q9UKA9	gene_name:PTBP2
P78395	gene_name:PRAME
Q14671	gene_name:PUM1
P21246	gene_name:PTN
P0DMW2	gene_name:NLRP2B
Q14807	gene_name:KIF22
Q9H7L2	gene_name:KIR3DX1
Q03426	gene_name:MVK
A0A075B6S4	gene_name:IGKV1D-17
P48357	gene_name:LEPR
Q13136	gene_name:PPFIA1
O95237	gene_name:LRAT
P54315	gene_name:PNLIPRP1
Q9Y333	gene_name:LSM2
O95777	gene_name:LSM8
Q86TE4	gene_name:LUZP2
A0A075B6J1	gene_name:IGLV5-37
Q5TIA1	gene_name:MEI1
Q9GZU1	gene_name:MCOLN1
P0C7V9	gene_name:METTL15P1
Q9BUT9	gene_name:MCRIP2
Q96EH3	gene_name:MALSU1
Q03112	gene_name:MECOM
P41968	gene_name:MC3R
O43462	gene_name:MBTPS2
Q8WZ33	gene_name:MAFIP
Q8IV50	gene_name:LYSMD2
Q8WXG6	gene_name:MADD
Q9NX63	gene_name:CHCHD3
P24347	gene_name:MMP11
P55081	gene_name:MFAP1
Q5T2T1	gene_name:MPP7
Q2M385	gene_name:MPEG1
Q96LB1	gene_name:MRGPRX2
Q9NRJ1	gene_name:C8orf17
Q9HCE1	gene_name:MOV10
Q8NDA8	gene_name:MROH1
O15374	gene_name:SLC16A4
Q6ZUA9	gene_name:MROH5
Q92887	gene_name:ABCC2
Q70IA6	gene_name:MOB2
Q96EF0	gene_name:MTMR8
Q9Y216	gene_name:MTMR7
Q96DR8	gene_name:MUCL1
Q9H195	gene_name:MUC3B
Q9H903	gene_name:MTHFD2L
O60934	gene_name:NBN
Q8N7R0	gene_name:NANOGP1
Q9H009	gene_name:NACA2
P04198	gene_name:MYCN
Q9Y5B8	gene_name:NME7
Q8NEV4	gene_name:MYO3A
Q96S97	gene_name:MYADM
O00533	gene_name:CHL1
Q9H2Z4	gene_name:NKX2-4
Q96PY6	gene_name:NEK1
Q9UN36	gene_name:NDRG2
Q96G74	gene_name:OTUD5
Q16549	gene_name:PCSK7
Q15032	gene_name:R3HDM1
Q9H974	gene_name:QTRT2
O75192	gene_name:PEX11A
Q9H427	gene_name:KCNK15
Q9BW19	gene_name:KIFC1
A6NMS7	gene_name:LRRC37A
O14960	gene_name:LECT2
A0A075B6S6	gene_name:IGKV2D-30
Q6UWW0	gene_name:LCN15
Q8IYD9	gene_name:LAS2
Q5TDP6	gene_name:LGSN
Q6ZST4	gene_name:LCNL1
Q96DT0	gene_name:LGALS12
Q5TA77	gene_name:LCE3B
Q8N967	gene_name:LRTM2
Q6P1Q0	gene_name:LETMD1
P55344	gene_name:LIM2
P28300	gene_name:LOX
Q9BTT4	gene_name:MED10
O60663	gene_name:LMX1B
Q96T17	gene_name:MAP7D2
P62312	gene_name:LSM6
Q9UK45	gene_name:LSM7
Q14814	gene_name:MEF2D
P50579	gene_name:METAP2
Q8N3Y3	gene_name:LARGE2
Q6ZN16	gene_name:MAP3K15
Q16644	gene_name:MAPKAPK3
Q14D04	gene_name:VEPH1
Q1X8D7	gene_name:LRRC36
O15021	gene_name:MAST4
P35410	gene_name:MAS1L
Q9NXL9	gene_name:MCM9
Q14703	gene_name:MBTPS1
Q13021	gene_name:MALL
P09238	gene_name:MMP10
Q9BYG3	gene_name:NIFK
P20585	gene_name:MSH3
Q29980	gene_name:MICB
Q13421	gene_name:MSLN
O60906	gene_name:SMPD2
Q8NGC5	gene_name:OR6J1
Q8IZS5	gene_name:OFCC1
Q8TDS5	gene_name:OXER1
Q9Y5N6	gene_name:ORC6
Q8NH69	gene_name:OR5W2
Q9HBI0	gene_name:PARVG
Q5VY43	gene_name:PEAR1
Q8TF01	gene_name:PNISR
O14495	gene_name:PLPP3
Q96N28	gene_name:PRELID3A
Q9HBV1	gene_name:POPDC3
Q9NUX5	gene_name:POT1
O15162	gene_name:PLSCR1
Q9ULU4	gene_name:ZMYND8
Q9NUQ2	gene_name:AGPAT5
Q92620	gene_name:DHX38
Q96KF2	gene_name:PRAC1
Q8TAP8	gene_name:PPP1R35
Q9NQV7	gene_name:PRDM9
Q8TCU6	gene_name:PREX1
Q9Y6C5	gene_name:PTCH2
O43242	gene_name:PSMD3
P18031	gene_name:PTPN1
P29350	gene_name:PTPN6
P38571	gene_name:LIPA
Q49AS3	gene_name:LRRC37A5P
O75145	gene_name:PPFIA3
P00338	gene_name:LDHA
Q01650	gene_name:SLC7A5
O95461	gene_name:LARGE1
Q17RB8	gene_name:LONRF1
Q15345	gene_name:LRRC41
Q14693	gene_name:LPIN1
Q96S06	gene_name:LMF1
P07948	gene_name:LYN
O43324	gene_name:EEF1E1
Q9H9H5	gene_name:MAP6D1
Q9UPN3	gene_name:MACF1
Q99687	gene_name:MEIS3
Q14676	gene_name:MDC1
P49736	gene_name:MCM2
Q8TD91	gene_name:MAGEC3
P33992	gene_name:MCM5
O60732	gene_name:MAGEC1
Q9NUK0	gene_name:MBNL3
Q5I0G3	gene_name:MDH1B
P33993	gene_name:MCM7
A6NE82	gene_name:MBD3L3
Q05195	gene_name:MXD1
Q9BQG0	gene_name:MYBBP1A
Q5TF39	gene_name:MFSD4B
Q6N075	gene_name:MFSD5
Q8NAN2	gene_name:MIGA1
Q13219	gene_name:PAPPA
Q96S19	gene_name:METTL26
O15438	gene_name:ABCC3
P00387	gene_name:CYB5R3
Q7Z5D8	gene_name:NANOGNB
A6NI61	gene_name:MYMK
Q9UBC5	gene_name:MYO1A
Q9Y6K9	gene_name:IKBKG
P48552	gene_name:NRIP1
Q9UHK0	gene_name:NUFIP1
A1L443	gene_name:NUTM2F
Q7L8S5	gene_name:OTUD6A
Q8WZ92	gene_name:OR5P2
P03897	gene_name:MT-ND3
Q8NGD3	gene_name:OR4K5
Q86W56	gene_name:PARG
Q92521	gene_name:PIGB
P34995	gene_name:PTGER1
Q8TEM1	gene_name:NUP210
Q9Y6A1	gene_name:POMT1
Q9Y570	gene_name:PPME1
Q6S545	gene_name:POTEH
Q9H939	gene_name:PSTPIP2
B7ZBB8	gene_name:PPP1R3G
Q7Z2D5	gene_name:PLPPR4
O00329	gene_name:PIK3CD
O94827	gene_name:PLEKHG5
Q6NUQ1	gene_name:RINT1
Q9H7P9	gene_name:PLEKHG2
Q6NYC1	gene_name:JMJD6
Q7Z3Y9	gene_name:KRT26
Q13797	gene_name:ITGA9
Q0VD86	gene_name:INCA1
P35568	gene_name:IRS1
Q9NRX6	gene_name:TMEM167B
Q92985	gene_name:IRF7
Q01101	gene_name:INSM1
O95279	gene_name:KCNK5
P57682	gene_name:KLF3
P17252	gene_name:PRKCA
Q05513	gene_name:PRKCZ
A8MTY7	gene_name:KRTAP9-7
P05162	gene_name:LGALS2
Q8WX39	gene_name:LCN9
Q7Z4F1	gene_name:LRP10
Q6VAB6	gene_name:KSR2
Q8TF66	gene_name:LRRC15
A6NM36	gene_name:LRRC30
Q6NSJ5	gene_name:LRRC8E
P09917	gene_name:ALOX5
Q6UWE0	gene_name:LRSAM1
P14151	gene_name:SELL
Q93052	gene_name:LPP
Q9Y4Y9	gene_name:LSM5
Q6ZN17	gene_name:LIN28B
Q5U623	gene_name:ATF7IP2
O15232	gene_name:MATN3
A0A075B6J6	gene_name:IGLV3-22
Q71F56	gene_name:MED13L
Q15648	gene_name:MED1
Q8N635	gene_name:MEIOB
P20382	gene_name:PMCH
Q16626	gene_name:MEA1
Q9Y316	gene_name:MEMO1
Q9NZL9	gene_name:MAT2B
O95402	gene_name:MED26
Q00987	gene_name:MDM2
A6NJ08	gene_name:MBD3L5
Q5VYJ5	gene_name:MALRD1
Q6P0Q8	gene_name:MAST2
Q8N8X9	gene_name:MAB21L3
P53985	gene_name:SLC16A1
Q86TA1	gene_name:MOB3B
Q96RD1	gene_name:OR6C1
Q16656	gene_name:NRF1
Q8NH40	gene_name:OR6S1
O60683	gene_name:PEX10
Q99755	gene_name:PIP5K1A
Q8TCT1	gene_name:PHOSPHO1
O14737	gene_name:PDCD5
P49023	gene_name:PXN
P43088	gene_name:PTGFR
Q8NBT0	gene_name:POC1A
Q13951	gene_name:CBFB
Q9H5P4	gene_name:PDZD7
Q969W9	gene_name:PMEPA1
Q6T4P5	gene_name:PLPPR3
Q15195	gene_name:PLGLA
Q9UKL6	gene_name:PCTP
Q969H6	gene_name:POP5
Q00G26	gene_name:PLIN5
Q9UF11	gene_name:PLEKHB1
Q9UBT6	gene_name:POLK
P48651	gene_name:PTDSS1
Q96BW5	gene_name:PTER
P61289	gene_name:PSME3
